customerid,region,age
2179833,Australia,23
3433965,USA,23
1468140,New Zealand,23
1531287,Australia,19
2491751,Australia,21
2714833,Australia,23
3234264,Australia,22
958615,New Zealand,19
1021790,New Zealand,24
759290,New Zealand,21
115810,New Zealand,56
120376,New Zealand,27
245213,New Zealand,27
245384,New Zealand,27
270646,New Zealand,22
293365,New Zealand,52
315454,New Zealand,45
324618,New Zealand,28
343499,New Zealand,34
347697,Australia,27
348712,New Zealand,33
350281,New Zealand,32
388109,New Zealand,52
391158,New Zealand,25
398157,New Zealand,26
427540,Australia,27
488151,New Zealand,26
517028,New Zealand,24
531472,New Zealand,29
538041,New Zealand,34
570468,Australia,22
611704,New Zealand,55
615328,New Zealand,49
709901,New Zealand,22
746521,Australia,23
808532,New Zealand,24
818410,Australia,24
832229,New Zealand,28
870550,New Zealand,32
886513,Australia,28
903719,New Zealand,26
911819,Australia,22
916453,New Zealand,23
926580,Australia,22
933146,New Zealand,19
946880,New Zealand,19
952177,New Zealand,28
958001,New Zealand,23
974175,Australia,24
984910,New Zealand,28
985880,New Zealand,24
995896,Australia,29
1006937,New Zealand,28
1023990,New Zealand,32
1034128,Australia,26
1092914,Australia,25
1243299,Australia,20
1249118,New Zealand,22
1334563,Australia,25
1341424,New Zealand,29
1362871,Australia,28
1372315,Australia,23
1448362,New Zealand,20
1454114,New Zealand,22
1636377,New Zealand,22
2225216,Australia,20
2239903,New Zealand,23
2245494,New Zealand,16
2249350,New Zealand,19
2265826,New Zealand,21
2304918,Australia,19
2467517,New Zealand,15
2538893,New Zealand,22
2610864,Australia,19
2726032,Australia,18
2731533,USA,21
2735708,Australia,18
2749729,USA,21
2766204,Australia,28
2771791,USA,26
2773436,New Zealand,19
2789951,USA,21
2853152,USA,22
2874782,Australia,20
2880502,Australia,21
2901589,New Zealand,24
2933673,United States,22
3076210,Australia,17
3174263,USA,19
3181336,Australia,23
3185831,New Zealand,19
3226546,New Zealand,41
3236443,New Zealand,22
3262266,Australia,18
3271594,USA,20
3312890,New Zealand,28
3322601,Australia,23
3512884,USA,21
3558839,Australia,17
3564123,Australia,21
3681971,New Zealand,16
3703704,New Zealand,21
3745119,USA,21
3768760,USA,20
3784489,USA,16
3803965,New Zealand,22
3820918,Australia,17
3828424,New Zealand,14
315693,Australia,32
468388,Australia,36
780681,Australia,22
956557,New Zealand,23
1524936,New Zealand,23
2326905,Australia,33
2875101,New Zealand,26
3105689,Australia,28
3220662,Australia,17
3420226,Australia,17
3498361,Australia,21
3557054,Australia,18
1493529,Australia,21
214366,New Zealand,47
908326,Australia,33
2578458,Australia,27
127357,New Zealand,37
193069,Australia,31
239114,Australia,27
277025,New Zealand,55
288488,New Zealand,55
310968,Australia,26
321361,New Zealand,45
332973,New Zealand,54
336448,New Zealand,62
345939,New Zealand,28
351100,New Zealand,32
382023,New Zealand,30
425333,Australia,50
540320,New Zealand,42
542689,Australia,27
637929,Australia,23
642842,Australia,28
647657,New Zealand,66
649111,Australia,43
682657,Australia,32
686017,Australia,29
699906,Australia,25
735276,Australia,25
751344,New Zealand,41
774013,New Zealand,29
790225,Australia,43
795745,New Zealand,56
799765,Australia,21
906837,Australia,38
914965,Australia,34
982965,Australia,48
985392,New Zealand,63
985427,Australia,29
1000575,Australia,52
1024717,Australia,40
1034678,Australia,39
1046980,Australia,36
1103086,Australia,27
1135649,Australia,37
1459329,Australia,18
1460374,Australia,23
1538953,Australia,44
1543429,Australia,52
1548416,Australia,22
1626967,New Zealand,49
1636436,New Zealand,21
1636544,New Zealand,25
2303763,New Zealand,20
2376562,Australia,56
2429401,New Zealand,20
2697023,New Zealand,23
2713318,USA,21
2719801,USA,24
2721896,USA,23
2729551,USA,23
2750915,USA,21
2752055,New Zealand,24
2763508,USA,21
2768384,New Zealand,20
2799333,New Zealand,19
2822636,USA,25
2825468,USA,20
2829647,USA,20
2850499,New Zealand,20
2871338,Australia,41
2872963,New Zealand,26
2877956,New Zealand,22
2950293,New Zealand,18
2978779,Australia,52
3021116,Australia,33
3025979,USA,18
3033096,USA,23
3037115,USA,21
3071148,Australia,22
3085423,USA,20
3116397,USA,20
3125488,Australia,58
3125573,USA,24
3136187,USA,20
3143997,USA,25
3166672,USA,21
3181645,Australia,20
3187960,Australia,56
3232606,USA,21
3306124,Australia,18
3342057,Australia,20
3371963,Australia,18
3377656,United States,24
3394620,Australia,33
3499349,USA,22
3503327,New Zealand,33
3531488,United States,21
3624516,Australia,1
3763974,USA,21
3780882,Australia,25
3870834,USA,21
1636583,New Zealand,26
2728415,Australia,24
3185352,Australia,24
844257,New Zealand,26
622106,New Zealand,30
3018444,New Zealand,28
3463967,New Zealand,26
2678896,USA,24
136616,New Zealand,52
177906,New Zealand,28
181126,New Zealand,29
222098,New Zealand,46
252284,New Zealand,22
276634,Australia,34
285078,New Zealand,28
308758,New Zealand,27
316759,Australia,25
316841,New Zealand,35
329507,New Zealand,27
329729,Australia,28
331824,Australia,35
332189,Australia,32
335031,New Zealand,31
339273,Australia,54
343157,Australia,34
361383,New Zealand,23
364883,New Zealand,29
396697,Australia,26
410312,Australia,26
415273,New Zealand,37
418086,Australia,30
437674,New Zealand,34
445159,New Zealand,48
452811,Australia,29
468936,Australia,32
468966,Australia,28
486441,Australia,26
489819,New Zealand,25
505646,Australia,26
527487,New Zealand,22
538770,Australia,28
569147,Australia,21
591390,Australia,22
599852,Australia,25
638531,Australia,27
641002,Australia,32
647089,Australia,27
683568,Australia,23
686791,New Zealand,27
696450,New Zealand,36
704111,Australia,28
712184,Australia,25
724705,Australia,25
737828,Australia,21
740751,Australia,34
743323,Australia,21
747998,Australia,33
762764,Australia,25
773839,Australia,23
776014,New Zealand,52
781225,New Zealand,22
791602,New Zealand,22
819461,New Zealand,29
828280,Australia,21
833899,New Zealand,36
838358,New Zealand,37
853438,Australia,23
854205,New Zealand,30
857401,Australia,29
870254,Australia,24
872873,Australia,23
879035,New Zealand,21
898318,New Zealand,23
899607,New Zealand,22
902392,Australia,26
906186,Australia,26
906602,Australia,25
914463,New Zealand,31
918176,Australia,28
919603,New Zealand,27
919673,Australia,24
920893,New Zealand,23
930197,Australia,25
938545,Australia,23
942486,Australia,30
948929,Australia,21
950935,New Zealand,19
951340,New Zealand,35
955047,Australia,23
957446,Australia,38
959052,Australia,21
959079,Australia,26
962191,Australia,24
969537,Australia,22
972952,Australia,24
976645,Australia,24
977631,Australia,21
979222,New Zealand,21
979540,Australia,22
982256,New Zealand,23
986315,Australia,22
988816,Australia,39
990494,Australia,23
993222,Australia,34
993548,Australia,28
993664,Australia,23
994144,Australia,27
1017289,Australia,22
1022937,New Zealand,21
1026157,Australia,23
1026730,New Zealand,35
1028015,New Zealand,19
1037735,Australia,27
1038230,Australia,23
1039958,Australia,20
1040299,New Zealand,28
1043040,Australia,23
1046098,Australia,31
1048299,New Zealand,33
1048301,New Zealand,33
1097484,Australia,31
1101460,Australia,22
1101590,New Zealand,21
1113534,New Zealand,24
1127959,New Zealand,22
1150848,Australia,23
1160351,New Zealand,19
1164704,Australia,20
1206472,Australia,20
1226609,New Zealand,43
1231530,Australia,23
1333213,New Zealand,23
1390959,Australia,17
1403145,Australia,19
1406401,Australia,20
1426240,Australia,21
1457130,Australia,22
1463210,Australia,17
1474891,Australia,19
1528079,Australia,26
1532086,Australia,22
1565629,Australia,22
1572848,New Zealand,16
1579084,Australia,22
1599953,Australia,19
1603980,Australia,21
1605164,Australia,20
1636909,New Zealand,21
1636916,New Zealand,30
2146340,Australia,23
2154398,Australia,23
2178471,New Zealand,18
2179358,Australia,38
2206295,Australia,26
2207120,Australia,27
2303422,New Zealand,19
2307197,New Zealand,16
2322320,Australia,16
2324245,Australia,17
2344634,Australia,25
2366633,Australia,18
2368953,Australia,18
2376551,Australia,22
2377958,Australia,19
2398980,New Zealand,21
2428505,Australia,21
2445155,Australia,16
2506765,New Zealand,26
2525688,Australia,27
2539981,Australia,18
2547062,Australia,49
2585185,Australia,20
2615227,USA,22
2660123,New Zealand,18
2676973,Australia,18
2682487,Australia,23
2714136,USA,26
2714575,Australia,24
2761636,New Zealand,18
2768579,USA,22
2785711,New Zealand,18
2794552,New Zealand,20
2804155,New Zealand,24
2815577,New Zealand,17
2818821,Australia,27
2824914,New Zealand,22
2843179,Australia,22
2843299,New Zealand,19
2846439,Australia,22
2847336,Australia,22
2882322,Australia,27
2886964,New Zealand,22
2894708,Australia,29
2895713,Australia,19
2898644,Australia,24
2902637,Australia,17
2905661,Australia,20
2908948,Australia,19
2910960,Australia,20
2915786,Australia,25
2922038,Australia,20
2934660,Australia,19
2976875,New Zealand,21
2982033,Australia,15
2990095,USA,20
2997814,Australia,24
3000989,Australia,46
3007559,Australia,24
3020920,Australia,21
3024700,Australia,20
3030523,Australia,21
3032879,New Zealand,20
3049569,Australia,20
3060490,Australia,20
3107954,New Zealand,18
3116914,Australia,19
3125089,Australia,22
3132068,United States,23
3143779,Australia,34
3144419,United States,20
3165466,Australia,24
3166231,Australia,21
3170764,Australia,21
3173471,Australia,19
3179813,New Zealand,18
3181161,New Zealand,18
3197857,USA,21
3198769,Australia,14
3199994,Australia,19
3219460,Australia,20
3225769,Australia,17
3235974,Australia,22
3241803,Australia,18
3319480,Australia,22
3321914,Australia,17
3338071,Australia,19
3387269,Australia,19
3410511,USA,23
3420820,Australia,22
3421005,Australia,27
3421616,Australia,20
3448184,Australia,20
3455083,New Zealand,18
3465664,Australia,22
3476728,Australia,19
3484475,Australia,18
3496531,Australia,14
3518927,Australia,22
3526382,Australia,16
3534201,New Zealand,18
3536458,USA,21
3554890,Australia,1
3577488,USA,25
3605868,New Zealand,42
3635033,Australia,20
3642346,Australia,24
3669855,Australia,18
3678609,Australia,19
3705549,Australia,16
3712657,Australia,16
3719411,Australia,19
3856452,USA,21
3873020,Australia,22
3885567,Australia,25
1016607,Australia,21
988238,Australia,27
2687697,Australia,19
2913016,Australia,20
906700,Australia,31
3497231,USA,21
1198657,New Zealand,32
3783839,Australia,19
644284,Australia,26
1041946,New Zealand,23
1265889,New Zealand,20
1598707,Australia,21
3859613,New Zealand,19
2699711,Australia,20
350285,New Zealand,26
999319,New Zealand,23
1289003,New Zealand,20
396297,Australia,30
1018161,Australia,24
2455938,New Zealand,21
935051,New Zealand,31
227175,New Zealand,62
310021,New Zealand,25
330517,New Zealand,34
335042,New Zealand,61
352411,Australia,30
440338,Australia,27
778613,Australia,24
790925,New Zealand,36
1002351,Australia,20
1052011,Australia,22
2342271,Australia,27
2797754,USA,17
2800818,New Zealand,57
2948240,Australia,18
3099141,Australia,20
3399886,USA,22
3550315,United States,58
3733756,Australia,18
902157,New Zealand,22
922186,New Zealand,22
946793,New Zealand,22
985560,New Zealand,20
1354265,Australia,24
2737567,New Zealand,26
2859968,New Zealand,20
2926954,New Zealand,21
3369471,Australia,27
458111,New Zealand,55
506454,New Zealand,49
671158,New Zealand,23
954904,Australia,42
1091796,Australia,22
1637092,New Zealand,23
2597600,New Zealand,20
2808397,New Zealand,24
2883414,New Zealand,53
2886290,Australia,2
3019489,USA,22
3422871,Australia,15
309799,New Zealand,24
565809,Australia,34
682608,Australia,50
3485420,Australia,1
1592836,Australia,22
354216,New Zealand,27
3679845,Australia,19
3185033,Australia,24
845315,Australia,24
278639,New Zealand,25
2876100,New Zealand,18
933749,New Zealand,47
970996,Australia,25
1543384,New Zealand,44
1021191,New Zealand,21
2807780,USA,22
2901409,New Zealand,25
3053526,Australia,22
3712638,United States,26
3780239,United States,25
318145,New Zealand,27
925966,New Zealand,28
776645,Australia,26
3153212,Australia,19
3008232,Australia,20
3422559,Australia,20
3654076,Australia,20
3762029,Australia,25
500735,New Zealand,48
3644503,Australia,44
946729,New Zealand,39
1033394,New Zealand,31
1033404,Australia,28
954815,New Zealand,37
3260223,Australia,21
2290226,New Zealand,24
3819454,USA,19
1481693,New Zealand,21
319503,Australia,30
862761,Australia,32
1211611,New Zealand,20
1249929,Australia,23
2648399,Australia,19
2692480,New Zealand,19
2835740,Australia,24
3101735,Australia,17
3841865,USA,25
307382,New Zealand,48
422293,New Zealand,26
3066533,Australia,21
3760375,New Zealand,21
3489690,Australia,15
639325,New Zealand,35
891970,Australia,24
1019527,Australia,38
3438313,Australia,17
922352,New Zealand,24
1349493,New Zealand,24
3093980,Australia,23
3340796,Australia,27
375671,New Zealand,27
6620,New Zealand,46
486858,New Zealand,25
1135612,New Zealand,26
2199296,New Zealand,27
429453,Australia,54
239694,New Zealand,27
415100,New Zealand,23
422522,New Zealand,50
461163,New Zealand,22
532018,New Zealand,32
551411,Australia,24
839030,Australia,21
961371,Australia,27
979285,Australia,25
999894,New Zealand,25
2148342,Australia,35
2327345,USA,18
2471476,New Zealand,37
2693815,USA,22
2728751,USA,22
2877508,Australia,20
3243738,Australia,24
3248224,Australia,22
3257473,New Zealand,22
3431131,Australia,19
3501876,USA,19
839246,New Zealand,26
2558704,New Zealand,20
2485016,New Zealand,20
3487067,New Zealand,16
2884276,New Zealand,14
406741,New Zealand,25
792560,Australia,26
592003,Australia,25
841330,New Zealand,24
991590,Australia,23
2804744,USA,18
3359225,Australia,19
3429409,Australia,19
3628969,Australia,18
3635606,Australia,18
94899,Australia,33
113793,New Zealand,36
150534,Australia,35
258944,Australia,36
270727,Australia,38
284444,New Zealand,35
319654,Australia,31
336581,Australia,33
421509,Australia,35
439358,Australia,33
444693,Australia,27
446483,Australia,27
466029,Australia,35
474145,Australia,34
568271,Australia,29
643184,Australia,30
646832,Australia,33
648646,Australia,34
706160,Australia,29
729441,Australia,33
794769,Australia,34
905156,Australia,31
914007,Australia,27
916090,Australia,24
918889,Australia,19
939989,Australia,28
944022,Australia,24
946554,New Zealand,23
949731,New Zealand,25
960437,Australia,27
984926,Australia,31
1047593,New Zealand,22
1525521,Australia,22
1603705,Australia,22
1611413,New Zealand,16
2169931,Australia,26
2336915,Australia,34
2553730,New Zealand,21
2781595,Australia,36
2848762,Australia,32
2858698,New Zealand,25
2884201,Australia,30
2888921,Australia,24
3047884,Australia,19
3470699,Australia,21
993118,Australia,29
396257,Australia,40
533827,New Zealand,21
958834,Australia,27
1123848,Australia,23
1140721,Australia,23
1427070,Australia,31
1710117,Australia,32
2144036,Australia,23
2648282,Australia,25
2916800,Australia,31
3010075,Australia,23
3226265,New Zealand,23
3660799,Australia,25
3691775,New Zealand,15
3804099,Australia,31
3810609,Australia,20
3852737,Australia,23
2735473,New Zealand,21
2578347,Australia,20
1248600,New Zealand,32
231233,New Zealand,31
3100914,New Zealand,19
145712,New Zealand,25
1551263,Australia,22
2590457,Australia,17
3163102,Australia,29
958622,Australia,23
812991,Australia,25
2368356,Australia,22
2990820,Australia,19
123098,New Zealand,34
771413,New Zealand,20
846940,New Zealand,30
902499,New Zealand,23
906648,New Zealand,57
984193,Australia,24
1032769,New Zealand,31
2203117,New Zealand,18
2314439,Australia,24
3648232,Australia,20
3736502,Australia,18
334683,New Zealand,25
393299,New Zealand,30
529403,New Zealand,26
786107,New Zealand,24
945286,Australia,32
1105406,New Zealand,18
1292124,Australia,22
2513563,New Zealand,18
2750164,USA,24
368233,New Zealand,29
412743,Australia,34
863939,New Zealand,23
1019449,New Zealand,22
269642,New Zealand,27
685253,Australia,26
726421,Australia,22
769714,Australia,29
783744,Australia,21
884368,Australia,24
885768,New Zealand,19
955424,Australia,27
1015589,Australia,31
1023757,Australia,35
1049823,Australia,29
1286551,Australia,21
1541272,Australia,35
2309524,Australia,24
2647191,New Zealand,32
2803426,New Zealand,22
2810847,New Zealand,18
2833879,USA,23
2921527,Australia,20
3023697,New Zealand,27
3190897,Australia,27
39610,New Zealand,31
72088,New Zealand,33
99543,Australia,35
124637,New Zealand,32
153384,New Zealand,24
160889,New Zealand,27
181381,New Zealand,31
204428,New Zealand,25
211613,New Zealand,29
243532,New Zealand,23
262439,New Zealand,32
278664,New Zealand,33
282376,Australia,25
286158,Australia,36
290928,New Zealand,28
295086,New Zealand,32
296344,New Zealand,33
307704,New Zealand,36
313032,New Zealand,22
313688,New Zealand,25
317806,New Zealand,29
327923,New Zealand,35
330403,New Zealand,33
349297,Australia,28
355705,New Zealand,33
360113,New Zealand,29
369249,New Zealand,34
383128,New Zealand,36
386259,New Zealand,43
386360,New Zealand,26
395262,New Zealand,39
405056,New Zealand,35
407703,New Zealand,25
417376,New Zealand,29
427418,Australia,31
439903,New Zealand,36
490405,Australia,26
511123,New Zealand,25
515133,New Zealand,21
529959,Australia,26
532833,New Zealand,34
577505,New Zealand,22
580346,New Zealand,33
584263,New Zealand,39
624588,New Zealand,29
646974,New Zealand,32
651707,New Zealand,34
652642,Australia,24
655227,New Zealand,31
677200,New Zealand,22
721752,Australia,24
732376,New Zealand,25
765779,New Zealand,33
784377,New Zealand,24
828019,New Zealand,26
830676,Australia,27
849788,Australia,26
852067,New Zealand,30
871569,New Zealand,23
889378,Australia,29
889428,New Zealand,22
889696,New Zealand,37
903408,New Zealand,22
931945,New Zealand,33
955547,New Zealand,19
963195,Australia,20
970026,Australia,25
971248,Australia,24
977111,New Zealand,25
980770,Australia,22
1023674,Australia,33
1030304,New Zealand,31
1034756,New Zealand,23
1094283,Australia,24
1115112,New Zealand,21
1124938,New Zealand,31
1155106,Australia,27
1179575,Australia,19
1179686,Australia,31
1289165,New Zealand,21
1301857,Australia,26
1312105,Australia,30
1413464,New Zealand,20
1416874,Australia,19
1457132,Australia,21
1468018,Australia,19
1519521,Australia,44
1543802,Australia,23
1613159,Australia,18
1637946,New Zealand,19
2220056,Australia,24
2234201,Australia,24
2426409,New Zealand,18
2459129,New Zealand,21
2470774,Australia,25
2486316,New Zealand,33
2510126,New Zealand,19
2642221,New Zealand,36
2683460,New Zealand,45
2731017,New Zealand,18
2757305,New Zealand,19
2779464,New Zealand,34
2783558,Australia,26
2805191,New Zealand,21
2883236,Australia,20
2892215,Australia,16
2898651,Australia,20
2941432,Australia,21
2950255,New Zealand,16
2956974,New Zealand,17
2985435,Australia,25
3033308,New Zealand,18
3057507,Australia,19
3075593,New Zealand,33
3156178,USA,30
3204532,Australia,21
3347797,Australia,17
3354340,Australia,18
3376513,Australia,16
3400984,Australia,22
3473639,Australia,16
3496261,Australia,24
3512953,Australia,22
3616188,Australia,21
3690295,Australia,18
3717754,New Zealand,21
3753248,Australia,18
3779034,Australia,22
117653,New Zealand,30
2778703,Australia,25
211611,New Zealand,36
319731,New Zealand,29
383699,New Zealand,26
898718,New Zealand,33
1637983,New Zealand,22
2805404,New Zealand,21
2972384,Australia,20
3710188,Australia,30
3830290,Australia,22
320496,New Zealand,31
345026,Australia,33
373072,New Zealand,44
387238,New Zealand,34
430882,New Zealand,44
832604,Australia,32
1007733,Australia,33
1018190,Australia,40
1134257,New Zealand,24
2258564,New Zealand,44
2298630,New Zealand,20
2310402,Australia,21
2371774,Australia,20
2592926,Australia,19
2736493,USA,22
2738770,Australia,27
2954911,Australia,24
71194,New Zealand,41
195733,Australia,48
354750,New Zealand,33
484352,New Zealand,57
583476,Australia,25
894942,Australia,24
1041216,Australia,26
1142449,Australia,52
1384552,New Zealand,25
2288403,Australia,26
2712873,New Zealand,22
2832030,USA,20
2955467,USA,21
3104426,Australia,21
3142605,USA,21
3226493,Australia,23
3648623,Canada,23
574092,Australia,29
917563,Australia,25
131050,Australia,27
171064,New Zealand,30
181298,New Zealand,27
188862,New Zealand,34
193523,New Zealand,23
201893,Australia,25
230429,Australia,30
246633,New Zealand,30
288585,New Zealand,27
296065,Australia,26
296293,New Zealand,31
306035,New Zealand,34
308084,New Zealand,27
313671,New Zealand,25
313711,New Zealand,24
314435,New Zealand,36
321128,New Zealand,25
326362,New Zealand,25
329454,New Zealand,29
329490,New Zealand,24
329804,New Zealand,42
341954,New Zealand,31
343029,New Zealand,25
350289,New Zealand,32
351217,New Zealand,31
357315,New Zealand,27
357384,Australia,31
361683,New Zealand,16
364062,New Zealand,23
365166,New Zealand,31
390272,Australia,30
396847,Australia,29
414785,Australia,29
415413,New Zealand,43
418659,New Zealand,32
421778,New Zealand,58
422575,New Zealand,21
425094,Australia,25
429951,Australia,31
443963,New Zealand,31
446860,Australia,30
453175,Australia,25
472501,Australia,25
502357,New Zealand,30
522125,Australia,27
526871,New Zealand,23
528100,New Zealand,22
538137,New Zealand,32
542620,New Zealand,23
568426,New Zealand,22
574026,Australia,33
606288,New Zealand,32
608142,New Zealand,28
616373,Australia,22
622295,New Zealand,22
624484,New Zealand,25
633871,Australia,26
650827,New Zealand,32
653587,Australia,24
657575,New Zealand,21
658019,New Zealand,25
661738,Australia,19
707149,Australia,23
708197,New Zealand,25
712847,New Zealand,22
716909,Australia,24
724176,Australia,23
730718,New Zealand,23
736873,Australia,21
745172,New Zealand,21
745248,Australia,22
752312,Australia,24
757902,Australia,27
758041,New Zealand,27
758081,Australia,22
758709,New Zealand,26
759994,New Zealand,20
760520,New Zealand,22
770735,New Zealand,23
782177,Australia,24
784974,Australia,23
794427,Australia,29
796948,New Zealand,32
804656,Australia,24
808922,Australia,25
811558,Australia,25
811841,Australia,28
816362,New Zealand,23
827363,New Zealand,23
837772,New Zealand,32
849383,Australia,25
859460,New Zealand,19
861185,Australia,21
862367,Australia,24
869333,Australia,23
871048,Australia,22
873058,Australia,32
882650,New Zealand,21
884514,New Zealand,21
894387,Australia,19
895390,New Zealand,23
895493,Australia,24
899958,Australia,24
901414,New Zealand,22
902482,New Zealand,35
903886,Australia,19
906003,Australia,23
906072,Australia,23
909115,New Zealand,19
910153,New Zealand,29
911460,Australia,23
916184,Australia,21
917838,New Zealand,21
918581,Australia,32
918609,Australia,24
922239,New Zealand,23
924393,New Zealand,23
924408,Australia,24
926209,Australia,22
926247,New Zealand,21
933452,Australia,20
935629,Australia,25
936252,New Zealand,23
936404,Australia,19
940185,Australia,21
940605,Australia,25
942638,New Zealand,21
944476,New Zealand,19
945602,Australia,25
948527,Australia,33
949748,New Zealand,19
952492,New Zealand,19
952777,Australia,31
953386,New Zealand,19
954864,Australia,21
955679,New Zealand,32
956450,New Zealand,21
956542,Australia,20
957283,New Zealand,20
961458,New Zealand,19
968655,Australia,19
968749,Australia,25
976085,Australia,23
976724,New Zealand,32
979926,New Zealand,19
983989,New Zealand,21
990620,Australia,21
991093,Australia,25
992642,Australia,26
993977,Australia,20
996469,Australia,28
1000136,New Zealand,20
1001477,New Zealand,22
1019327,New Zealand,26
1022073,New Zealand,17
1022655,New Zealand,20
1025035,Australia,27
1026728,Australia,25
1029377,New Zealand,25
1030027,Australia,22
1033779,New Zealand,29
1034086,New Zealand,34
1035153,Australia,28
1036272,New Zealand,20
1042021,Australia,21
1043406,Australia,21
1047922,New Zealand,19
1050962,Australia,32
1053508,Australia,21
1059045,Australia,22
1068167,Australia,23
1082536,New Zealand,20
1094184,Australia,23
1115401,Australia,21
1127081,Australia,20
1138468,New Zealand,22
1152483,Australia,22
1152817,Australia,26
1157475,New Zealand,21
1165186,New Zealand,18
1172001,Australia,22
1175891,New Zealand,19
1175963,Australia,17
1177609,New Zealand,20
1179513,Australia,20
1182602,Australia,22
1189911,Australia,21
1195731,New Zealand,22
1197308,New Zealand,22
1215993,Australia,19
1234572,Australia,18
1258272,New Zealand,21
1262769,Australia,21
1264956,Australia,22
1286255,Australia,18
1288596,Australia,17
1292492,New Zealand,20
1294056,Australia,23
1303995,New Zealand,21
1309101,Australia,22
1313582,New Zealand,23
1332888,Australia,22
1338722,New Zealand,19
1349666,Australia,22
1355494,Australia,18
1365111,New Zealand,19
1374486,Australia,22
1376287,Australia,26
1379288,Australia,20
1400315,Australia,18
1401123,Australia,19
1410855,Australia,19
1413582,Australia,19
1416246,New Zealand,18
1426269,Australia,28
1430132,Australia,26
1442953,Australia,19
1443981,Australia,23
1452881,Australia,23
1476215,Australia,22
1478896,Australia,21
1479841,New Zealand,19
1520329,New Zealand,23
1547515,Australia,19
1549213,New Zealand,19
1558753,Australia,22
1565770,Australia,22
1593180,New Zealand,18
1596306,Australia,20
1599817,Australia,20
1612740,New Zealand,20
1629033,Australia,24
1637614,New Zealand,23
1638033,Australia,25
1638037,Australia,21
1638232,New Zealand,21
1638235,Australia,23
1638239,New Zealand,19
1638253,New Zealand,23
1638337,New Zealand,22
1979543,Australia,23
2142636,Australia,18
2154847,Australia,20
2165801,New Zealand,19
2166296,Australia,18
2169460,Australia,18
2184368,Australia,25
2187145,New Zealand,33
2195104,Australia,29
2199146,Australia,19
2204633,Australia,20
2227763,Australia,20
2236622,Australia,19
2239058,Australia,18
2252669,Australia,22
2259256,New Zealand,19
2260965,Australia,21
2262381,Australia,21
2265436,New Zealand,19
2272310,Australia,19
2275197,Australia,22
2277149,Australia,21
2284732,Australia,27
2293602,Australia,21
2294681,Australia,21
2296426,Australia,22
2297805,Australia,21
2300009,Australia,32
2312785,Australia,20
2316072,Australia,21
2319209,Australia,20
2319229,Australia,18
2331760,Australia,19
2342018,Australia,21
2347102,New Zealand,24
2350693,Australia,20
2355056,Australia,23
2367001,Australia,20
2375755,Australia,19
2377265,New Zealand,21
2378909,Australia,16
2382353,New Zealand,23
2403833,New Zealand,16
2424541,Australia,17
2424896,Australia,24
2425496,Australia,17
2436767,New Zealand,18
2437411,New Zealand,23
2446005,New Zealand,16
2448531,New Zealand,22
2450177,New Zealand,22
2451597,New Zealand,25
2472029,Australia,21
2490601,New Zealand,20
2495262,New Zealand,21
2497314,Australia,19
2501481,Australia,20
2503487,New Zealand,16
2508754,Australia,24
2519697,New Zealand,18
2529252,Australia,29
2530857,Australia,17
2535143,New Zealand,22
2539097,Australia,23
2546797,Australia,21
2553649,Australia,20
2566106,New Zealand,20
2567640,Australia,18
2569871,Australia,22
2571654,New Zealand,23
2571790,Australia,20
2588113,Australia,32
2589001,New Zealand,24
2595318,USA,26
2601359,Australia,16
2602394,Australia,19
2602520,Australia,21
2608208,New Zealand,20
2613872,New Zealand,15
2621591,New Zealand,18
2621874,Australia,22
2629317,New Zealand,20
2629487,New Zealand,16
2634011,New Zealand,20
2646438,Australia,20
2651919,New Zealand,19
2662913,New Zealand,19
2680528,New Zealand,21
2689533,Australia,21
2702126,New Zealand,20
2703194,New Zealand,21
2712318,Australia,21
2715705,New Zealand,18
2718993,Australia,22
2719555,USA,20
2722932,New Zealand,18
2728617,USA,20
2732582,Australia,24
2735668,New Zealand,17
2737554,New Zealand,18
2740131,Australia,19
2741901,USA,25
2743646,Australia,21
2745803,New Zealand,18
2751109,USA,24
2754728,Australia,20
2757272,New Zealand,19
2757365,USA,24
2759979,New Zealand,20
2771891,Australia,23
2772105,New Zealand,16
2776176,New Zealand,18
2777719,New Zealand,20
2781010,USA,30
2784650,USA,20
2785891,Australia,25
2787046,USA,26
2791578,Australia,18
2792574,New Zealand,21
2795949,USA,24
2798250,USA,20
2800014,New Zealand,18
2802812,Australia,19
2805880,USA,20
2807330,Australia,16
2816233,New Zealand,20
2818716,New Zealand,21
2819972,New Zealand,17
2821970,New Zealand,19
2828350,New Zealand,23
2832150,USA,27
2832216,Australia,19
2833148,USA,22
2833154,Australia,19
2833335,USA,23
2834536,New Zealand,19
2837309,New Zealand,25
2837974,USA,20
2843276,USA,20
2845499,New Zealand,34
2848756,New Zealand,19
2850910,New Zealand,18
2853203,Australia,21
2857636,Australia,18
2864965,New Zealand,20
2866958,New Zealand,22
2871531,New Zealand,20
2877619,New Zealand,18
2881847,Australia,20
2890540,New Zealand,23
2893856,Australia,18
2894517,Australia,18
2905193,USA,20
2907877,Australia,20
2909565,Australia,19
2911308,Australia,19
2918977,Australia,20
2925289,New Zealand,21
2931384,Australia,20
2933278,Australia,19
2937832,Australia,21
2937870,Australia,24
2941571,Australia,16
2949495,Australia,18
2949539,Australia,16
2954323,Australia,20
2962042,Australia,21
2963028,Australia,119
2970809,Australia,22
2975629,Australia,23
