customerid,region,age
2936535,Australia,20
2955960,Australia,21
3188774,Australia,18
3209234,Australia,1
3240350,Australia,22
3425980,Australia,24
3539488,New Zealand,19
3736055,USA,19
1425,New Zealand,61
82509,New Zealand,52
148393,New Zealand,24
228670,New Zealand,28
313214,New Zealand,29
315638,New Zealand,34
319534,Australia,53
321639,New Zealand,31
323862,New Zealand,48
326080,Australia,24
326419,New Zealand,35
329052,New Zealand,32
329746,New Zealand,36
339318,New Zealand,67
347028,New Zealand,55
367960,New Zealand,25
375979,New Zealand,35
376038,New Zealand,26
385984,New Zealand,66
415562,New Zealand,59
434094,Australia,36
456818,New Zealand,42
470052,New Zealand,37
471418,New Zealand,26
478964,Australia,34
495147,Australia,48
526219,Australia,31
529292,Australia,48
539046,New Zealand,42
588529,New Zealand,21
619134,New Zealand,43
646988,New Zealand,25
658156,New Zealand,54
678085,Australia,25
688810,Australia,24
707287,New Zealand,54
714237,Australia,30
740379,New Zealand,56
741020,New Zealand,67
742239,New Zealand,53
788736,Australia,30
811709,New Zealand,49
828731,New Zealand,21
833891,New Zealand,35
853675,New Zealand,31
855003,Australia,40
864615,New Zealand,29
878996,Australia,30
922054,New Zealand,53
934527,New Zealand,28
938818,New Zealand,25
1019901,New Zealand,26
1041010,Australia,27
1046518,Australia,23
1090679,New Zealand,22
1143555,New Zealand,21
1229867,Australia,18
1238719,Australia,24
1256079,Australia,24
1297572,New Zealand,40
1391958,Australia,24
1394155,Australia,20
1398636,New Zealand,23
1573318,Australia,23
1604451,Australia,27
1608413,Australia,22
1625173,New Zealand,31
2140755,New Zealand,21
2214021,New Zealand,21
2216959,New Zealand,21
2241271,Australia,19
2258431,Australia,30
2284406,Australia,19
2348532,Australia,29
2359057,Australia,22
2436848,Australia,22
2451671,New Zealand,21
2461212,Australia,51
2548631,New Zealand,51
2605303,Australia,17
2665437,New Zealand,19
2714788,Australia,18
2737072,Australia,19
2823748,New Zealand,19
2847602,New Zealand,21
2886040,Australia,20
2913002,Australia,17
2913236,New Zealand,16
2957513,Australia,21
2967609,Australia,17
3015484,Australia,18
3051871,Australia,22
3106674,USA,21
3108932,Australia,26
3150053,Australia,20
3180808,Australia,21
3183772,Australia,18
3213459,Australia,20
3227818,New Zealand,20
3276669,Australia,19
3492231,Australia,32
3497752,Australia,17
3504919,Australia,20
3511626,Australia,1
3516044,Australia,24
3538859,Australia,19
3539633,Australia,28
3542502,Australia,32
3569219,Australia,27
3664459,Australia,23
3669623,Australia,49
3718552,Australia,20
3812623,New Zealand,54
326767,New Zealand,44
846100,New Zealand,25
2785222,USA,24
3117075,Australia,30
353755,New Zealand,25
722831,New Zealand,25
862896,Australia,34
1041443,Australia,25
1578443,Australia,35
3718879,Australia,14
685767,New Zealand,23
742664,New Zealand,56
417949,Australia,24
964412,Australia,30
968802,New Zealand,23
1362072,Australia,26
2672070,Australia,19
2676368,New Zealand,31
3248355,Australia,18
3517757,New Zealand,35
3765603,Australia,24
3882372,Australia,23
2900822,Australia,23
167450,New Zealand,30
180146,New Zealand,27
288893,New Zealand,32
292953,New Zealand,32
370454,Australia,33
472330,Australia,33
587873,Australia,25
591321,Australia,26
783199,New Zealand,23
885481,Australia,27
899339,Australia,29
926031,Australia,23
1015557,Australia,25
1056142,Australia,21
2243926,Australia,20
2510487,Australia,23
2638432,Australia,19
2999816,Australia,21
3233218,Australia,21
3459248,Australia,21
3635021,Australia,18
2956995,USA,23
319619,New Zealand,40
3044086,Australia,17
158197,Australia,28
2963207,New Zealand,18
3577810,Australia,20
912753,Australia,22
912788,New Zealand,22
358207,New Zealand,38
2360363,New Zealand,24
1418418,Australia,23
2730767,New Zealand,21
1515475,Australia,18
2653465,New Zealand,21
3068058,Australia,21
3158112,New Zealand,20
261767,New Zealand,31
288780,New Zealand,28
364395,Australia,29
1625332,New Zealand,21
2982045,Australia,17
3038334,Australia,17
3648358,New Zealand,14
2660830,Australia,20
3315341,Australia,16
2802313,New Zealand,15
819535,New Zealand,35
1597556,New Zealand,56
2922008,New Zealand,23
3749496,Australia,18
2945791,Australia,19
3252317,New Zealand,17
3146441,USA,19
290686,New Zealand,27
1569156,Australia,18
268332,New Zealand,36
215862,New Zealand,30
945327,Australia,20
1041669,New Zealand,22
2502776,New Zealand,19
1028460,Australia,25
352037,New Zealand,30
744514,New Zealand,21
3892126,Australia,21
956868,New Zealand,57
572055,Australia,23
3291885,New Zealand,18
6006,New Zealand,33
333778,New Zealand,27
371183,New Zealand,31
477688,Australia,30
699971,New Zealand,29
745043,Australia,25
923243,New Zealand,17
1281750,New Zealand,22
2641285,Australia,23
2767659,New Zealand,15
2786227,USA,24
2922327,Australia,18
2938861,Australia,19
3014632,Australia,27
3121943,USA,23
3216608,Australia,17
3518271,Australia,18
3768925,Australia,23
964670,New Zealand,28
3521449,Australia,23
376535,New Zealand,26
3302298,New Zealand,45
495875,New Zealand,31
794801,New Zealand,52
2883832,Australia,22
3907742,New Zealand,18
1562085,New Zealand,29
619355,New Zealand,25
539060,Australia,33
2769906,USA,23
3802317,Australia,19
943945,New Zealand,23
2837303,Australia,17
949089,New Zealand,31
308290,New Zealand,39
910663,New Zealand,43
965044,Australia,27
2784386,New Zealand,50
2839140,USA,20
3395661,Australia,26
3472169,Australia,50
199566,New Zealand,31
204349,New Zealand,25
239847,New Zealand,29
266926,New Zealand,28
273586,New Zealand,29
279905,Australia,25
290077,Australia,29
313219,New Zealand,28
316971,New Zealand,48
317390,New Zealand,29
326796,New Zealand,34
329360,Australia,34
339182,Australia,28
339381,New Zealand,31
347047,New Zealand,41
350856,Australia,27
360132,Australia,27
378091,Australia,27
382436,Australia,38
393258,Australia,49
420598,Australia,27
421129,Australia,31
435840,New Zealand,24
442696,Australia,44
463215,Australia,27
509589,Australia,37
531173,New Zealand,39
542208,New Zealand,23
575321,Australia,36
600094,Australia,29
683709,Australia,25
712065,New Zealand,58
725816,New Zealand,32
790240,Australia,29
808617,Australia,28
819285,Australia,25
824509,Australia,26
834020,Australia,24
839973,Australia,26
870930,Australia,37
879285,New Zealand,26
888798,Australia,29
909571,Australia,32
914052,Australia,22
914916,Australia,23
933317,Australia,37
942661,Australia,34
964550,New Zealand,39
968721,New Zealand,27
984024,Australia,28
984279,Australia,26
1018500,Australia,35
1023687,Australia,29
1031983,Australia,21
1174213,New Zealand,27
1186437,New Zealand,20
1263151,Australia,27
1347732,Australia,22
1383032,Australia,24
1410544,Australia,22
1456206,New Zealand,25
1625583,New Zealand,22
2150786,Australia,33
2188199,Australia,22
2237204,New Zealand,19
2308397,Australia,19
2315910,Australia,20
2369357,New Zealand,15
2479165,New Zealand,27
2648053,New Zealand,17
2693240,New Zealand,20
2723035,Australia,20
2741460,USA,17
2745683,USA,27
2820761,USA,22
2847761,New Zealand,18
2874456,New Zealand,25
2897909,Australia,44
2915607,Australia,18
2923545,Australia,19
2927102,Australia,22
2930546,Australia,21
2955659,Australia,19
2983341,Australia,22
3007067,Australia,19
3030615,Australia,20
3108866,Australia,18
3152601,Australia,19
3252704,USA,24
3272020,USA,22
3273319,USA,25
3293311,New Zealand,22
3329905,Australia,33
3330519,Australia,23
3381884,Australia,25
3488802,New Zealand,22
3590157,Australia,22
3689341,USA,19
3711403,Australia,22
3725382,New Zealand,57
3793915,Australia,26
3877200,Australia,27
3884879,USA,20
923195,New Zealand,42
744634,New Zealand,30
2951749,Australia,15
451903,Australia,25
491970,New Zealand,25
658497,Australia,29
685316,New Zealand,41
974379,Australia,28
1113775,Australia,26
1454360,Australia,27
2574601,New Zealand,21
2851165,New Zealand,23
3504640,Australia,30
3749727,United States,32
228423,New Zealand,52
233138,New Zealand,35
335237,New Zealand,25
367012,Australia,28
407706,New Zealand,62
672908,Australia,27
740915,New Zealand,56
790910,New Zealand,40
1465033,New Zealand,22
1535314,New Zealand,23
2781742,New Zealand,24
3338087,New Zealand,21
160010,New Zealand,37
3382156,Australia,20
106042,New Zealand,50
182146,Australia,38
214277,New Zealand,54
230956,New Zealand,33
259691,New Zealand,63
265409,New Zealand,51
291426,New Zealand,30
306941,New Zealand,64
311625,New Zealand,65
316525,New Zealand,36
316869,Australia,30
320212,New Zealand,38
325393,New Zealand,58
332066,New Zealand,67
333350,New Zealand,59
342936,New Zealand,73
343573,New Zealand,66
343720,New Zealand,40
344922,New Zealand,51
370381,New Zealand,37
379646,New Zealand,39
380004,New Zealand,59
381233,New Zealand,46
393460,New Zealand,38
438154,Australia,24
439620,New Zealand,63
453245,New Zealand,27
487150,New Zealand,43
516129,Australia,24
541647,New Zealand,38
570529,Australia,27
648318,New Zealand,27
678044,New Zealand,69
738731,New Zealand,68
750657,New Zealand,24
755307,Australia,53
810125,New Zealand,52
848538,New Zealand,50
849918,New Zealand,23
852618,Australia,25
893007,New Zealand,51
979842,New Zealand,58
1019579,New Zealand,51
1021601,Australia,27
1041614,New Zealand,72
1322952,Australia,30
1487524,New Zealand,22
1541507,New Zealand,20
1595133,Australia,21
2184571,Australia,23
2364659,New Zealand,25
2719578,USA,30
2751980,New Zealand,22
2868060,New Zealand,23
2952277,Australia,23
2973723,Australia,21
3019541,New Zealand,20
3311125,Australia,25
3344730,New Zealand,71
3410424,New Zealand,60
3460155,USA,29
3498400,United States,23
3562757,New Zealand,69
3573147,Australia,45
3604617,New Zealand,36
3705798,New Zealand,19
3709783,New Zealand,52
3793332,Australia,16
3797013,New Zealand,19
2561392,Australia,24
2847928,Australia,19
1512314,Australia,22
420616,New Zealand,31
1380242,Australia,25
538355,Australia,26
3142991,USA,25
1234730,Australia,24
3314154,Australia,22
407655,New Zealand,23
1448248,Australia,32
3318706,New Zealand,18
379759,New Zealand,39
439872,New Zealand,24
2228010,Australia,23
316347,New Zealand,44
771264,New Zealand,32
288993,New Zealand,36
2467024,New Zealand,22
542207,New Zealand,39
287342,New Zealand,26
1355429,Australia,22
534024,Australia,30
3341350,Australia,24
860748,Australia,33
849624,Australia,38
1120857,Australia,22
1626174,New Zealand,19
1388814,New Zealand,22
2912377,Australia,14
3214409,Australia,17
1237833,New Zealand,22
2735912,USA,25
2730042,USA,22
3339120,Australia,23
2921295,Australia,19
1118454,New Zealand,21
2792315,New Zealand,20
1121940,New Zealand,21
123451,New Zealand,38
915558,New Zealand,31
324587,New Zealand,54
3406503,Australia,34
2696972,USA,25
570810,New Zealand,24
1459828,New Zealand,23
410104,Australia,33
3211712,Australia,20
940904,New Zealand,35
324134,New Zealand,27
329413,Australia,26
1626397,New Zealand,20
2224094,Australia,41
703014,Australia,64
1464662,Australia,25
3431674,Australia,31
1626431,New Zealand,37
3512432,New Zealand,24
3675540,New Zealand,30
1090102,Australia,24
2992633,USA,28
3321098,Australia,30
1052031,Australia,23
2884747,New Zealand,16
3544605,Australia,17
339911,New Zealand,38
705805,Australia,33
792611,Australia,35
2562425,New Zealand,20
2950632,New Zealand,21
3191327,Australia,21
711684,Australia,26
1690330,New Zealand,20
2508847,New Zealand,25
165322,Australia,47
797699,New Zealand,58
905649,Australia,19
909542,Australia,47
2349233,Australia,19
3844105,Australia,31
2531693,New Zealand,27
3286427,New Zealand,27
3369464,Australia,37
1584402,New Zealand,26
504107,Australia,58
2746962,USA,25
132823,New Zealand,32
163997,New Zealand,34
233331,New Zealand,30
263242,Australia,58
359683,New Zealand,39
361808,New Zealand,39
393263,New Zealand,28
488759,New Zealand,26
517473,Australia,48
792336,Australia,32
854828,New Zealand,29
1025928,New Zealand,29
1076196,Australia,38
1092681,Australia,29
1274878,New Zealand,30
1305329,New Zealand,25
1626720,New Zealand,22
2195797,Australia,22
2248615,Australia,24
2319782,New Zealand,20
2691882,New Zealand,24
2720230,New Zealand,16
2761745,USA,22
2888556,Australia,25
3066657,USA,23
3312158,Australia,18
3759802,New Zealand,25
3418940,Australia,19
324389,New Zealand,45
3426450,Australia,42
980292,New Zealand,23
3213789,USA,20
925682,New Zealand,31
1046156,New Zealand,31
171324,New Zealand,47
2511058,New Zealand,30
2738431,New Zealand,28
2771689,New Zealand,17
2797981,New Zealand,30
3279040,New Zealand,30
857968,New Zealand,59
2784571,New Zealand,19
715229,Australia,29
2783468,USA,22
673708,New Zealand,24
3212245,Australia,19
3871987,New Zealand,19
3189966,Australia,26
3530813,Australia,18
3359524,New Zealand,19
322220,New Zealand,28
2601777,Australia,23
748900,Australia,32
232161,New Zealand,42
1600959,Australia,16
2719571,USA,24
950224,Australia,20
2935409,Australia,21
179277,New Zealand,28
327816,New Zealand,24
447561,Australia,30
999020,Australia,24
1373628,New Zealand,18
215527,New Zealand,15
3410141,Australia,14
1375632,New Zealand,24
224010,New Zealand,40
2978374,Australia,18
410020,Australia,50
719142,New Zealand,56
2550167,New Zealand,19
309930,New Zealand,43
943763,New Zealand,31
2718013,New Zealand,31
970274,New Zealand,34
1627224,New Zealand,20
2715904,USA,23
3863626,USA,21
2632573,Australia,29
932323,Australia,33
871770,Australia,32
3864391,Australia,18
923631,Australia,24
3115975,New Zealand,17
951118,New Zealand,22
3109798,New Zealand,20
962811,New Zealand,32
1026658,Australia,35
2811535,New Zealand,21
3709581,Australia,44
582010,Australia,52
939826,New Zealand,24
2648807,New Zealand,35
2660543,New Zealand,23
912732,New Zealand,22
1267363,New Zealand,22
3293713,Australia,16
849457,New Zealand,29
289016,New Zealand,30
317207,New Zealand,25
2895892,Australia,15
315305,New Zealand,38
379360,New Zealand,49
434760,Australia,32
481721,Australia,34
930668,New Zealand,29
2289218,New Zealand,58
2882976,New Zealand,23
2932576,Australia,18
3402460,Australia,17
2122952,New Zealand,37
250061,New Zealand,28
465232,Australia,34
888864,New Zealand,31
1133540,New Zealand,26
1627404,New Zealand,24
2946935,New Zealand,20
3216208,Australia,27
3350088,New Zealand,21
3416705,Australia,21
3603618,Australia,19
1312265,New Zealand,22
2750839,New Zealand,20
2947675,Australia,17
3125667,USA,22
3128535,Australia,16
412623,Australia,25
681102,New Zealand,23
2547807,New Zealand,22
2558478,New Zealand,18
2690246,Australia,18
2880855,Australia,22
3078954,Australia,19
3152035,New Zealand,20
3405972,Australia,17
509910,Australia,36
2888222,Australia,23
3164413,USA,28
482162,Australia,26
3309569,Australia,26
1119448,New Zealand,19
2628190,Australia,27
3011015,Australia,17
894995,Australia,25
919560,Australia,29
960710,Australia,33
1015770,New Zealand,34
1158094,New Zealand,30
2332838,New Zealand,37
2639094,Australia,33
2817540,New Zealand,20
3614105,New Zealand,46
1547179,Australia,17
2741757,USA,21
2869518,New Zealand,31
3023683,New Zealand,19
3607011,USA,20
1402159,Australia,34
993434,New Zealand,25
3060700,New Zealand,28
3176627,USA,21
3096306,Australia,17
3519000,New Zealand,17
2821296,USA,22
123815,New Zealand,42
149104,New Zealand,30
225698,New Zealand,24
226695,Australia,28
264487,New Zealand,75
311193,New Zealand,54
356103,New Zealand,41
361467,New Zealand,66
366211,New Zealand,31
487801,New Zealand,67
493133,New Zealand,37
570059,New Zealand,46
663782,New Zealand,26
694704,New Zealand,26
722455,New Zealand,37
846464,New Zealand,23
973385,Australia,30
1021745,New Zealand,26
1029296,New Zealand,40
1257890,Australia,20
1627595,New Zealand,34
2214463,Australia,23
2514767,Australia,15
2794758,New Zealand,17
2826739,USA,22
2912269,Australia,26
3175346,USA,20
3545737,United States,24
3876827,Australia,21
3493379,Australia,21
1007743,Australia,35
956882,New Zealand,35
2750091,New Zealand,23
2740273,USA,21
3142361,Australia,23
919640,Australia,19
929582,Australia,22
2907545,Australia,19
3108867,Australia,26
534715,New Zealand,28
3412620,New Zealand,28
1204820,Australia,22
1478909,Australia,24
3335068,New Zealand,21
3518638,New Zealand,14
2564437,Australia,22
204066,Australia,28
330105,New Zealand,20
349209,New Zealand,26
493011,New Zealand,25
658742,Australia,25
786028,Australia,34
881348,New Zealand,31
891763,Australia,22
976666,Australia,25
1018663,Australia,22
1030012,Australia,25
1082805,Australia,23
1287276,Australia,22
2201004,Australia,23
2901427,New Zealand,16
3171691,New Zealand,19
3550818,Australia,26
3618660,Australia,18
737981,Australia,25
151452,New Zealand,25
311301,New Zealand,26
332321,New Zealand,70
352830,New Zealand,47
364152,New Zealand,36
648406,New Zealand,75
690297,Australia,25
734311,New Zealand,72
773847,Australia,27
779786,New Zealand,24
985531,New Zealand,19
1007806,Australia,22
655625,New Zealand,26
2891916,Australia,33
2429001,New Zealand,23
2769189,New Zealand,18
3245259,Australia,21
3692055,Australia,22
519008,New Zealand,27
2337456,New Zealand,18
8879,New Zealand,40
21009,New Zealand,32
29740,New Zealand,39
33520,New Zealand,38
34078,New Zealand,40
47089,New Zealand,28
64739,New Zealand,46
69025,New Zealand,38
74988,New Zealand,44
78147,New Zealand,40
81570,New Zealand,31
114453,New Zealand,39
117484,New Zealand,35
118021,Australia,39
118241,New Zealand,25
119995,New Zealand,33
123444,Australia,42
124742,New Zealand,42
125539,New Zealand,42
126288,New Zealand,27
127384,New Zealand,38
130213,Australia,29
131692,New Zealand,32
135797,New Zealand,30
141820,New Zealand,38
148673,New Zealand,30
153087,New Zealand,28
155905,New Zealand,29
158301,New Zealand,36
161007,New Zealand,35
162277,New Zealand,36
164428,New Zealand,31
165503,New Zealand,37
169924,New Zealand,27
173638,New Zealand,48
181138,New Zealand,45
182474,New Zealand,25
186196,New Zealand,28
188398,New Zealand,40
192328,New Zealand,32
195437,New Zealand,31
206695,Australia,31
211098,New Zealand,45
215316,New Zealand,31
225773,New Zealand,26
226193,New Zealand,37
232186,New Zealand,33
233575,New Zealand,31
235322,New Zealand,35
237553,New Zealand,31
243565,New Zealand,33
244942,New Zealand,35
252398,New Zealand,27
254074,New Zealand,43
255412,New Zealand,37
257843,New Zealand,44
263226,New Zealand,30
268784,New Zealand,28
275470,New Zealand,32
278310,New Zealand,34
283695,New Zealand,36
288984,New Zealand,24
293155,New Zealand,33
293297,New Zealand,40
293994,New Zealand,36
294143,New Zealand,34
294870,New Zealand,41
305307,New Zealand,24
308219,New Zealand,36
308273,New Zealand,29
308549,New Zealand,39
309542,New Zealand,41
309645,New Zealand,26
312118,New Zealand,33
312697,New Zealand,30
313031,New Zealand,32
313460,New Zealand,27
314763,New Zealand,35
315364,New Zealand,23
316439,New Zealand,38
318968,New Zealand,33
319863,New Zealand,43
320299,New Zealand,24
320699,New Zealand,30
321139,Australia,35
323127,New Zealand,39
328654,New Zealand,37
328692,New Zealand,40
331538,New Zealand,31
331922,New Zealand,24
332912,New Zealand,44
333283,New Zealand,23
333957,New Zealand,35
334469,New Zealand,29
337095,New Zealand,42
340428,New Zealand,30
342400,New Zealand,35
343464,New Zealand,35
345295,New Zealand,22
345880,New Zealand,31
345965,New Zealand,29
346251,New Zealand,41
346788,New Zealand,24
347590,New Zealand,30
347605,New Zealand,28
349778,New Zealand,38
352679,New Zealand,28
354809,New Zealand,23
358093,New Zealand,43
358221,New Zealand,27
358927,New Zealand,24
363703,New Zealand,36
363866,New Zealand,27
366747,New Zealand,28
367732,New Zealand,37
367785,New Zealand,34
369041,New Zealand,36
370651,New Zealand,40
373912,New Zealand,22
376271,New Zealand,24
376792,New Zealand,27
377235,New Zealand,22
378354,New Zealand,37
378855,New Zealand,38
379197,Australia,30
381654,New Zealand,25
384830,Australia,29
386165,New Zealand,24
388193,New Zealand,35
389341,New Zealand,22
389951,New Zealand,31
392811,Australia,29
396934,New Zealand,23
396989,Australia,38
401045,New Zealand,25
401696,New Zealand,30
404527,New Zealand,25
404545,Australia,32
408328,New Zealand,35
408659,New Zealand,27
408665,New Zealand,27
408980,New Zealand,39
409690,New Zealand,26
412739,New Zealand,29
413514,New Zealand,43
414277,New Zealand,22
414335,Australia,33
416608,New Zealand,21
418711,New Zealand,24
419855,New Zealand,25
423617,New Zealand,24
435311,Australia,42
438892,New Zealand,22
440946,Australia,35
443562,New Zealand,35
446804,New Zealand,26
449033,Australia,47
453120,New Zealand,33
463167,Australia,34
465257,New Zealand,33
471445,New Zealand,28
471947,New Zealand,37
472354,Australia,27
476034,New Zealand,29
489278,New Zealand,25
490238,New Zealand,41
491311,New Zealand,29
492790,New Zealand,38
492967,Australia,31
495643,New Zealand,24
503192,New Zealand,45
506482,New Zealand,23
509059,New Zealand,38
515519,New Zealand,42
516847,New Zealand,29
523335,New Zealand,33
524838,New Zealand,39
533067,New Zealand,25
533574,New Zealand,25
534357,New Zealand,30
537159,New Zealand,28
537371,New Zealand,40
538710,New Zealand,24
541713,New Zealand,28
542551,Australia,35
542926,Australia,26
569692,New Zealand,29
571782,New Zealand,24
572476,New Zealand,27
573343,New Zealand,25
573883,New Zealand,28
574869,New Zealand,38
580555,New Zealand,21
581573,New Zealand,28
593035,New Zealand,30
597216,New Zealand,31
598192,New Zealand,22
607501,New Zealand,20
610134,New Zealand,24
611693,New Zealand,25
614767,New Zealand,31
616106,New Zealand,37
620234,New Zealand,42
621968,Australia,35
625749,Australia,42
634614,Australia,32
637939,New Zealand,25
642712,New Zealand,43
646998,New Zealand,32
671464,New Zealand,32
677529,New Zealand,24
683291,New Zealand,27
703331,New Zealand,25
709822,New Zealand,23
727815,New Zealand,23
731754,Australia,29
732561,New Zealand,31
737709,New Zealand,24
740680,New Zealand,25
742350,New Zealand,24
742683,Australia,30
747778,New Zealand,25
755129,New Zealand,23
756879,New Zealand,23
757587,New Zealand,21
760092,New Zealand,27
762567,New Zealand,21
765684,New Zealand,23
771551,Australia,24
773208,New Zealand,38
776552,New Zealand,29
777222,Australia,23
783738,New Zealand,22
784333,New Zealand,22
789674,Australia,21
793934,New Zealand,21
794502,New Zealand,32
795794,Australia,36
804373,Australia,22
811600,New Zealand,22
813238,New Zealand,24
814861,Australia,26
815123,New Zealand,26
817381,New Zealand,22
817668,Australia,33
825774,New Zealand,30
834032,Australia,29
841513,New Zealand,41
844131,New Zealand,24
850884,New Zealand,38
852581,New Zealand,24
863345,New Zealand,20
873676,New Zealand,26
875752,Australia,24
881893,Australia,23
881944,New Zealand,22
886966,New Zealand,23
887272,New Zealand,21
887924,New Zealand,21
891705,Australia,24
899357,New Zealand,23
900761,New Zealand,23
902719,New Zealand,32
904230,New Zealand,36
907227,New Zealand,30
907693,New Zealand,21
908349,Australia,31
911233,New Zealand,39
913836,New Zealand,23
918987,New Zealand,23
923991,Australia,35
924528,New Zealand,35
925688,New Zealand,22
926735,Australia,43
927952,New Zealand,26
928609,Australia,23
931859,Australia,23
932976,New Zealand,26
933913,New Zealand,24
935956,New Zealand,29
936561,New Zealand,20
938651,Australia,19
938861,New Zealand,22
939266,New Zealand,43
941121,New Zealand,32
942543,Australia,26
942842,New Zealand,31
948510,Australia,24
949367,Australia,24
949671,New Zealand,21
949878,New Zealand,36
952636,New Zealand,22
958369,New Zealand,21
960148,New Zealand,37
964115,Australia,26
967657,New Zealand,36
967971,Australia,24
968205,New Zealand,23
969616,Australia,26
972711,New Zealand,22
976451,New Zealand,19
977800,New Zealand,29
978201,Australia,23
979478,New Zealand,31
980106,New Zealand,23
981085,New Zealand,35
983318,Australia,22
984648,New Zealand,31
985198,Australia,20
987861,Australia,34
990813,New Zealand,25
993954,New Zealand,35
995445,New Zealand,25
996880,Australia,25
1005730,New Zealand,33
1006201,New Zealand,22
1013113,New Zealand,22
1014221,Australia,22
1016126,New Zealand,20
1016354,New Zealand,23
1022732,New Zealand,52
1026095,Australia,30
1031048,Australia,29
1031716,Australia,37
1034534,New Zealand,21
1034682,Australia,33
1043069,Australia,27
1044806,Australia,34
1046176,New Zealand,38
1048198,New Zealand,24
1102917,Australia,22
1106640,Australia,29
1107001,New Zealand,21
1117140,New Zealand,22
1117297,New Zealand,19
1120809,New Zealand,26
1138197,New Zealand,48
1149366,New Zealand,20
1157957,New Zealand,20
1158232,New Zealand,21
1171709,New Zealand,21
1174760,New Zealand,25
1175299,New Zealand,44
1185380,Australia,22
1185838,Australia,23
1207089,New Zealand,22
1213709,New Zealand,23
1216965,New Zealand,24
1225800,New Zealand,29
1228477,Australia,23
1236316,New Zealand,17
1244610,New Zealand,29
1252729,New Zealand,18
1254561,New Zealand,23
1274622,New Zealand,19
1278986,Australia,24
1294977,Australia,29
1302121,New Zealand,33
1305412,New Zealand,33
1311790,New Zealand,17
1320003,New Zealand,16
1342316,New Zealand,19
1354403,New Zealand,31
1358223,Australia,22
1358370,New Zealand,24
1378231,Australia,22
1391012,New Zealand,28
1405396,New Zealand,22
1410362,New Zealand,19
1412996,Australia,20
1414788,New Zealand,19
1427261,New Zealand,20
1436211,Australia,22
1447859,Australia,19
1449290,New Zealand,17
1454146,Australia,29
1462166,New Zealand,21
1465701,New Zealand,20
1493146,New Zealand,21
1510070,New Zealand,21
1532953,New Zealand,17
1533182,New Zealand,18
1548769,Australia,28
1552862,New Zealand,43
1555339,New Zealand,17
1600275,Australia,25
1607316,New Zealand,21
1611307,New Zealand,17
1627741,New Zealand,36
1627929,New Zealand,25
1627955,New Zealand,19
1627960,New Zealand,24
1628038,New Zealand,33
1628159,Australia,23
1761743,New Zealand,18
2144847,New Zealand,23
2152116,Australia,19
2159189,New Zealand,19
2160475,New Zealand,25
2161107,Australia,21
2165652,Australia,22
2171355,New Zealand,24
2208218,New Zealand,19
2210729,Australia,21
2215342,New Zealand,18
2218911,New Zealand,17
2224660,New Zealand,22
2234180,Australia,28
2237759,New Zealand,18
2238207,New Zealand,20
2261804,New Zealand,19
2275645,Australia,47
2318842,Australia,24
2328431,New Zealand,39
2340889,New Zealand,31
2341270,Australia,48
2348143,New Zealand,18
2352225,Australia,18
2371598,New Zealand,16
2380488,Australia,20
2380565,New Zealand,34
2419198,USA,21
2437191,New Zealand,20
2442992,New Zealand,17
2443718,Australia,30
2458372,New Zealand,22
2460690,New Zealand,21
2472157,New Zealand,21
2487335,New Zealand,41
2527696,Australia,24
2528063,Australia,26
2565494,Australia,18
2566241,New Zealand,25
2605693,New Zealand,31
2653124,New Zealand,25
2664038,Australia,18
2686741,New Zealand,24
2687768,Australia,24
2716128,New Zealand,23
2722375,New Zealand,14
2729471,New Zealand,21
2735235,New Zealand,18
2755696,New Zealand,19
2763060,New Zealand,29
2765579,New Zealand,20
2777946,New Zealand,17
2790050,USA,22
2791264,USA,22
2792326,Australia,20
2801383,New Zealand,21
2810270,New Zealand,20
2810885,New Zealand,37
2810908,New Zealand,20
2815098,Australia,18
2828730,Australia,21
2855274,New Zealand,18
2862360,New Zealand,22
2868415,New Zealand,23
2875462,Australia,17
2881607,New Zealand,20
2883443,New Zealand,17
2886388,Australia,19
2891696,New Zealand,15
2892362,Australia,17
2892966,Australia,2
2897585,Australia,22
2902105,Australia,20
2911562,Australia,25
2911772,Australia,20
2914304,Australia,28
2920691,New Zealand,20
2921225,Australia,20
2921241,New Zealand,20
2923974,Australia,22
2927494,Australia,21
2933444,Australia,19
2944252,Australia,17
2945669,Australia,20
2959180,New Zealand,18
2964607,New Zealand,22
2971289,Australia,18
2975237,USA,48
2992337,Australia,18
2992564,Australia,25
2998655,New Zealand,15
3000934,Australia,18
3001029,Australia,20
3005031,Australia,26
3028916,New Zealand,18
3032067,New Zealand,17
3051663,Australia,17
3053634,Australia,17
3064171,Australia,32
3071133,Australia,16
3080209,New Zealand,20
3082153,Australia,16
3085003,New Zealand,29
3090178,Australia,19
3110039,Australia,27
3119360,New Zealand,37
3123291,New Zealand,57
3125118,Australia,29
3136775,New Zealand,16
3137505,Australia,19
3139653,USA,25
3149756,New Zealand,17
3152162,New Zealand,21
3157390,Australia,18
3167735,New Zealand,18
3174404,Australia,30
3186485,Australia,21
3186548,New Zealand,21
3188432,New Zealand,15
3196166,Australia,22
3196188,Australia,17
3199690,Australia,22
3200092,New Zealand,17
3210293,Australia,19
3219570,New Zealand,33
3224452,Australia,27
3226472,New Zealand,16
3231152,Australia,21
3231264,Australia,42
3237572,New Zealand,17
3245096,Australia,21
3252786,Australia,19
3261011,New Zealand,22
