orderid,orderitemid,customerid,barcode,locale,total,deliverysuburb,deliverycity,country,discountcodeamount,created
4005467,11146662,570809,26605739,NZ,54.37,Devonport,Auckland,New Zealand,0.00,1653552566
4005467,11146661,570809,26607702,NZ,54.37,Devonport,Auckland,New Zealand,0.00,1653552566
4005466,11146657,1110126,26473024,AU,215.92,Richmond ,Thornbury,Australia,0.00,1653552564
4005466,11146658,1110126,26476582,AU,215.92,Richmond ,Thornbury,Australia,0.00,1653552564
4005466,11146656,1110126,26544366,AU,215.92,Richmond ,Thornbury,Australia,0.00,1653552564
4005466,11146655,1110126,26544465,AU,215.92,Richmond ,Thornbury,Australia,0.00,1653552564
4005466,11146654,1110126,26557311,AU,215.92,Richmond ,Thornbury,Australia,0.00,1653552564
4005466,11146653,1110126,26557793,AU,215.92,Richmond ,Thornbury,Australia,0.00,1653552564
4005466,11146659,1110126,26628530,AU,215.92,Richmond ,Thornbury,Australia,0.00,1653552564
4005466,11146660,1110126,26663739,AU,215.92,Richmond ,Thornbury,Australia,0.00,1653552564
4005465,11146648,1598471,26405933,AU,89.54,Kariong,Kariong,Australia,0.00,1653552561
4005465,11146649,1598471,26405971,AU,89.54,Kariong,Kariong,Australia,0.00,1653552561
4005465,11146651,1598471,26464237,AU,89.54,Kariong,Kariong,Australia,0.00,1653552561
4005465,11146650,1598471,26468389,AU,89.54,Kariong,Kariong,Australia,0.00,1653552561
4005465,11146652,1598471,26514635,AU,89.54,Kariong,Kariong,Australia,0.00,1653552561
4005465,11146647,1598471,26618401,AU,89.54,Kariong,Kariong,Australia,0.00,1653552561
4005464,11146643,1218030,26118819,NZ,63.96,Red Beach,Auckland,New Zealand,0.00,1653552559
4005464,11146644,1218030,26506838,NZ,63.96,Red Beach,Auckland,New Zealand,0.00,1653552559
4005464,11146646,1218030,26506951,NZ,63.96,Red Beach,Auckland,New Zealand,0.00,1653552559
4005464,11146645,1218030,26633701,NZ,63.96,Red Beach,Auckland,New Zealand,0.00,1653552559
4005463,11146642,971158,25697216,AU,159.95,Mount Hawthorn,Iluka,Australia,0.00,1653552557
4005463,11146639,971158,26227795,AU,159.95,Mount Hawthorn,Iluka,Australia,0.00,1653552557
4005463,11146638,971158,26367866,AU,159.95,Mount Hawthorn,Iluka,Australia,0.00,1653552557
4005463,11146641,971158,26443324,AU,159.95,Mount Hawthorn,Iluka,Australia,0.00,1653552557
4005463,11146640,971158,26652429,AU,159.95,Mount Hawthorn,Iluka,Australia,0.00,1653552557
4005462,11146637,1019081,26574332,AU,38.94,Rutherford,Rutherford,Australia,0.00,1653552557
4005461,11146636,2928243,26136530,NZ,32.53,Papakura,Auckland - South,New Zealand,0.00,1653552539
4005461,11146635,2928243,26580654,NZ,32.53,Papakura,Auckland - South,New Zealand,0.00,1653552539
4005460,11146633,1049947,26198613,AU,111.98,Abbotsford,Abbotsford,Australia,0.00,1653552522
4005460,11146634,1049947,26576541,AU,111.98,Abbotsford,Abbotsford,Australia,0.00,1653552522
4005459,11146632,2006177,25691351,NZ,115.95,Waikanae Beach,Wellington,New Zealand,0.00,1653552508
4005459,11146631,2006177,25821512,NZ,115.95,Waikanae Beach,Wellington,New Zealand,0.00,1653552508
4005459,11146630,2006177,25821567,NZ,115.95,Waikanae Beach,Wellington,New Zealand,0.00,1653552508
4005459,11146628,2006177,26304816,NZ,115.95,Waikanae Beach,Wellington,New Zealand,0.00,1653552508
4005459,11146629,2006177,26528717,NZ,115.95,Waikanae Beach,Wellington,New Zealand,0.00,1653552508
4005458,11146627,10224,26261157,NZ,26.94,Harewood,Christchurch,New Zealand,0.00,1653552508
4005457,11146626,2158337,26227269,AU,79.98,Woodbridge,Woodbridge,Australia,0.00,1653552505
4005457,11146625,2158337,26482583,AU,79.98,Woodbridge,Woodbridge,Australia,0.00,1653552505
4005455,11146622,1268628,26644288,NZ,38.94,Kumeu,Auckland,New Zealand,0.00,1653552491
4005454,11146620,2441872,26362861,AU,47.98,NULL,NULL,Australia,0.00,1653552486
4005454,11146621,2441872,26664071,AU,47.98,NULL,NULL,Australia,0.00,1653552486
4005453,11146619,3323159,26641829,NZ,46.94,St Johns,Auckland,New Zealand,0.00,1653552484
4005452,11146618,131454,25443363,NZ,139.96,kaitaia,kaitaia,New Zealand,0.00,1653552483
4005452,11146615,131454,25954227,NZ,139.96,kaitaia,kaitaia,New Zealand,0.00,1653552483
4005452,11146616,131454,26532448,NZ,139.96,kaitaia,kaitaia,New Zealand,0.00,1653552483
4005452,11146617,131454,26579672,NZ,139.96,kaitaia,kaitaia,New Zealand,0.00,1653552483
4005451,11146613,2147126,26426860,NZ,54.93,Dannevirke,Manawatu-Wanganui,New Zealand,0.00,1653552478
4005451,11146614,2147126,26496849,NZ,54.93,Dannevirke,Manawatu-Wanganui,New Zealand,0.00,1653552478
4005450,11146612,3017812,26427256,NZ,38.94,Hei Hei,Christchurch,New Zealand,0.00,1653552474
4005449,11146611,1417760,26482606,AU,59.98,McCrae,McCrae,Australia,0.00,1653552462
4005449,11146610,1417760,26576152,AU,59.98,McCrae,McCrae,Australia,0.00,1653552462
4005448,11146608,2882574,26408941,AU,79.98,Hurstville,Hurstville,Australia,0.00,1653552458
4005448,11146609,2882574,26637549,AU,79.98,Hurstville,Hurstville,Australia,0.00,1653552458
4005447,11146605,3042476,25998641,NZ,71.17,Enderley,Hamilton,New Zealand,0.00,1653552457
4005447,11146607,3042476,26567648,NZ,71.17,Enderley,Hamilton,New Zealand,0.00,1653552457
4005447,11146606,3042476,26641331,NZ,71.17,Enderley,Hamilton,New Zealand,0.00,1653552457
4005446,11146604,3913474,26020891,AU,191.92,Maidstone,Maidstone,Australia,0.00,1653552450
4005446,11146597,3913474,26367538,AU,191.92,Maidstone,Maidstone,Australia,0.00,1653552450
4005446,11146601,3913474,26402840,AU,191.92,Maidstone,Maidstone,Australia,0.00,1653552450
4005446,11146600,3913474,26443287,AU,191.92,Maidstone,Maidstone,Australia,0.00,1653552450
4005446,11146602,3913474,26443409,AU,191.92,Maidstone,Maidstone,Australia,0.00,1653552450
4005446,11146603,3913474,26497754,AU,191.92,Maidstone,Maidstone,Australia,0.00,1653552450
4005446,11146598,3913474,26585925,AU,191.92,Maidstone,Maidstone,Australia,0.00,1653552450
4005446,11146599,3913474,26664552,AU,191.92,Maidstone,Maidstone,Australia,0.00,1653552450
4005445,11146596,1016363,26470139,NZ,23.99,NULL,NULL,New Zealand,0.00,1653552450
4005444,11146595,1272475,26482590,NZ,31.99,Halswell,Christchurch,New Zealand,0.00,1653552435
4005443,11146594,810880,26455747,NZ,95.97,Hokowhitu,Palmerston North,New Zealand,0.00,1653552427
4005443,11146592,810880,26482101,NZ,95.97,Hokowhitu,Palmerston North,New Zealand,0.00,1653552427
4005443,11146593,810880,26491097,NZ,95.97,Hokowhitu,Palmerston North,New Zealand,0.00,1653552427
4005442,11146590,3591599,26286549,AU,151.96,Bonnyrigg,Bonnyrigg,Australia,0.00,1653552397
4005442,11146589,3591599,26371207,AU,151.96,Bonnyrigg,Bonnyrigg,Australia,0.00,1653552397
4005442,11146591,3591599,26571522,AU,151.96,Bonnyrigg,Bonnyrigg,Australia,0.00,1653552397
4005442,11146588,3591599,26631912,AU,151.96,Bonnyrigg,Bonnyrigg,Australia,0.00,1653552397
4005441,11146587,443682,26451862,NZ,55.99,Hauraki,Auckland,New Zealand,0.00,1653552396
4005440,11146586,2969758,26525952,NZ,30.92,Tokoroa,Waikato,New Zealand,0.00,1653552387
4005440,11146584,2969758,26526003,NZ,30.92,Tokoroa,Waikato,New Zealand,0.00,1653552387
4005440,11146585,2969758,26526102,NZ,30.92,Tokoroa,Waikato,New Zealand,0.00,1653552387
4005439,11146582,1182327,26637471,AU,87.98,Walloon,Walloon,Australia,0.00,1653552384
4005439,11146583,1182327,26641393,AU,87.98,Walloon,Walloon,Australia,0.00,1653552384
4005438,11146581,3910014,26332796,AU,63.98,Melbourne,Melbourne,Australia,0.00,1653552384
4005438,11146580,3910014,26454702,AU,63.98,Melbourne,Melbourne,Australia,0.00,1653552384
4005437,11146578,1469553,26548661,NZ,55.98,NULL,NULL,New Zealand,0.00,1653552379
4005437,11146579,1469553,26661414,NZ,55.98,NULL,NULL,New Zealand,0.00,1653552379
4005436,11146575,1396987,25964493,NZ,175.95,Kelston,Auckland,New Zealand,0.00,1653552362
4005436,11146574,1396987,26132891,NZ,175.95,Kelston,Auckland,New Zealand,0.00,1653552362
4005436,11146577,1396987,26527086,NZ,175.95,Kelston,Auckland,New Zealand,0.00,1653552362
4005436,11146573,1396987,26547565,NZ,175.95,Kelston,Auckland,New Zealand,0.00,1653552362
4005436,11146576,1396987,26674261,NZ,175.95,Kelston,Auckland,New Zealand,0.00,1653552362
4005435,11146571,3913494,26141527,AU,46.92,Berwick,Berwick,Australia,0.00,1653552357
4005435,11146572,3913494,26525945,AU,46.92,Berwick,Berwick,Australia,0.00,1653552357
4005435,11146570,3913494,26634524,AU,46.92,Berwick,Berwick,Australia,0.00,1653552357
4005434,11146563,3913493,26160146,NZ,111.78,Avondale,Auckland,New Zealand,0.00,1653552350
4005434,11146569,3913493,26229157,NZ,111.78,Avondale,Auckland,New Zealand,0.00,1653552350
4005434,11146567,3913493,26346700,NZ,111.78,Avondale,Auckland,New Zealand,0.00,1653552350
4005434,11146564,3913493,26378251,NZ,111.78,Avondale,Auckland,New Zealand,0.00,1653552350
4005434,11146566,3913493,26392486,NZ,111.78,Avondale,Auckland,New Zealand,0.00,1653552350
4005434,11146568,3913493,26475394,NZ,111.78,Avondale,Auckland,New Zealand,0.00,1653552350
4005434,11146565,3913493,26526072,NZ,111.78,Avondale,Auckland,New Zealand,0.00,1653552350
4005433,11146561,2686379,26362816,AU,54.93,South Morang,South Morang,Australia,0.00,1653552320
4005433,11146562,2686379,26362861,AU,54.93,South Morang,South Morang,Australia,0.00,1653552320
4005432,11146559,3913491,26502328,AU,42.93,Schofields,Schofields,Australia,0.00,1653552314
4005432,11146560,3913491,26631257,AU,42.93,Schofields,Schofields,Australia,0.00,1653552314
4005431,11146557,386702,25908312,AU,67.97,Somerville,Somerville,Australia,0.00,1653552312
4005431,11146558,386702,26549439,AU,67.97,Somerville,Somerville,Australia,0.00,1653552312
4005431,11146556,386702,26644707,AU,67.97,Somerville,Somerville,Australia,0.00,1653552312
4005430,11146554,2147605,26637501,AU,87.98,NULL,NULL,Australia,0.00,1653552312
4005430,11146555,2147605,26641416,AU,87.98,NULL,NULL,Australia,0.00,1653552312
4005429,11146553,3877008,26027180,AU,127.97,Chippendale,Chippendale,Australia,0.00,1653552303
4005429,11146552,3877008,26581538,AU,127.97,Chippendale,Chippendale,Australia,0.00,1653552303
4005429,11146551,3877008,26597164,AU,127.97,Chippendale,Chippendale,Australia,0.00,1653552303
4005428,11146548,3208553,26474304,NZ,55.97,Ohauiti,Tauranga,New Zealand,0.00,1653552299
4005428,11146550,3208553,26557458,NZ,55.97,Ohauiti,Tauranga,New Zealand,0.00,1653552299
4005428,11146549,3208553,26581132,NZ,55.97,Ohauiti,Tauranga,New Zealand,0.00,1653552299
4005427,11146546,822173,26367484,AU,59.97,Kingsgrove,Kingsgrove,Australia,0.00,1653552291
4005427,11146547,822173,26428673,AU,59.97,Kingsgrove,Kingsgrove,Australia,0.00,1653552291
4005427,11146545,822173,26580609,AU,59.97,Kingsgrove,Kingsgrove,Australia,0.00,1653552291
4005426,11146544,2763833,26399409,NZ,103.99,Te Puke,Bay of Plenty,New Zealand,0.00,1653552285
4005425,11146543,394294,26324289,NZ,33.58,NULL,NULL,New Zealand,0.00,1653552274
4005425,11146542,394294,26618388,NZ,33.58,NULL,NULL,New Zealand,0.00,1653552274
4005424,11146541,3325303,26691343,AU,71.98,NULL,NULL,Australia,0.00,1653552271
4005424,11146540,3325303,26691640,AU,71.98,NULL,NULL,Australia,0.00,1653552271
4005423,11146539,2161107,26543413,AU,31.99,Officer,Berwick,Australia,0.00,1653552268
4005422,11146537,3913489,26064628,AU,91.97,Tewantin,NULL,Australia,0.00,1653552255
4005422,11146536,3913489,26485294,AU,91.97,Tewantin,NULL,Australia,0.00,1653552255
4005422,11146538,3913489,26609430,AU,91.97,Tewantin,NULL,Australia,0.00,1653552255
4005421,11146535,1227156,26527901,AU,26.94,Mount Colah,Mount Colah,Australia,0.00,1653552249
4005420,11146534,3913471,26455273,AU,87.98,Belgrave Heights,Belgrave Heights,Australia,0.00,1653552247
4005420,11146533,3913471,26691367,AU,87.98,Belgrave Heights,Belgrave Heights,Australia,0.00,1653552247
4005419,11146532,1308381,26168258,AU,191.94,NULL,NULL,Australia,0.00,1653552234
4005419,11146530,1308381,26322186,AU,191.94,NULL,NULL,Australia,0.00,1653552234
4005419,11146529,1308381,26497013,AU,191.94,NULL,NULL,Australia,0.00,1653552234
4005419,11146527,1308381,26558776,AU,191.94,NULL,NULL,Australia,0.00,1653552234
4005419,11146531,1308381,26574424,AU,191.94,NULL,NULL,Australia,0.00,1653552234
4005419,11146528,1308381,26662480,AU,191.94,NULL,NULL,Australia,0.00,1653552234
4005418,11146525,1244240,26607825,NZ,39.99,NULL,NULL,New Zealand,0.00,1653552233
4005417,11146523,1417892,26365114,NZ,135.97,Titirangi,Auckland,New Zealand,0.00,1653552233
4005417,11146526,1417892,26601687,NZ,135.97,Titirangi,Auckland,New Zealand,0.00,1653552233
4005417,11146524,1417892,26626482,NZ,135.97,Titirangi,Auckland,New Zealand,0.00,1653552233
4005416,11146522,443643,25988055,NZ,31.99,Chartwell,Hamilton,New Zealand,0.00,1653552232
4005414,11146519,1338960,26128849,AU,127.95,NULL,NULL,Australia,0.00,1653552231
4005414,11146515,1338960,26304205,AU,127.95,NULL,NULL,Australia,0.00,1653552231
4005414,11146516,1338960,26307565,AU,127.95,NULL,NULL,Australia,0.00,1653552231
4005414,11146518,1338960,26362885,AU,127.95,NULL,NULL,Australia,0.00,1653552231
4005414,11146517,1338960,26405834,AU,127.95,NULL,NULL,Australia,0.00,1653552231
4005413,11146510,2738135,26274539,AU,108.74,Ormond,Ormond,Australia,0.00,1653552227
4005413,11146511,2738135,26565477,AU,108.74,Ormond,Ormond,Australia,0.00,1653552227
4005413,11146513,2738135,26590592,AU,108.74,Ormond,Ormond,Australia,0.00,1653552227
4005413,11146512,2738135,26595375,AU,108.74,Ormond,Ormond,Australia,0.00,1653552227
4005413,11146514,2738135,26612140,AU,108.74,Ormond,Ormond,Australia,0.00,1653552227
4005413,11146509,2738135,26634265,AU,108.74,Ormond,Ormond,Australia,0.00,1653552227
4005412,11146507,3082452,26298542,AU,51.96,Burleigh Waters,Burleigh Waters,Australia,0.00,1653552216
4005412,11146506,3082452,26438467,AU,51.96,Burleigh Waters,Burleigh Waters,Australia,0.00,1653552216
4005412,11146505,3082452,26544663,AU,51.96,Burleigh Waters,Burleigh Waters,Australia,0.00,1653552216
4005412,11146508,3082452,26580395,AU,51.96,Burleigh Waters,Burleigh Waters,Australia,0.00,1653552216
4005411,11146504,3913421,26230986,AU,107.96,West Footscray,West Footscray,Australia,0.00,1653552213
4005411,11146501,3913421,26430409,AU,107.96,West Footscray,West Footscray,Australia,0.00,1653552213
4005411,11146503,3913421,26454719,AU,107.96,West Footscray,West Footscray,Australia,0.00,1653552213
4005411,11146502,3913421,26544014,AU,107.96,West Footscray,West Footscray,Australia,0.00,1653552213
4005410,11146498,3838243,26064635,AU,187.94,Baulkham Hills,Baulkham Hills,Australia,0.00,1653552205
4005410,11146495,3838243,26150437,AU,187.94,Baulkham Hills,Baulkham Hills,Australia,0.00,1653552205
4005410,11146496,3838243,26343631,AU,187.94,Baulkham Hills,Baulkham Hills,Australia,0.00,1653552205
4005410,11146499,3838243,26477572,AU,187.94,Baulkham Hills,Baulkham Hills,Australia,0.00,1653552205
4005410,11146497,3838243,26492124,AU,187.94,Baulkham Hills,Baulkham Hills,Australia,0.00,1653552205
4005410,11146500,3838243,26519142,AU,187.94,Baulkham Hills,Baulkham Hills,Australia,0.00,1653552205
4005409,11146494,663819,26429892,NZ,15.99,Mount Albert,Auckland,New Zealand,0.00,1653552201
4005408,11146491,939165,24399043,NZ,95.97,Kaitaia,Northland,New Zealand,0.00,1653552193
4005408,11146492,939165,26482637,NZ,95.97,Kaitaia,Northland,New Zealand,0.00,1653552193
4005408,11146493,939165,26586304,NZ,95.97,Kaitaia,Northland,New Zealand,0.00,1653552193
4005407,11146490,2670901,26588322,NZ,39.99,Orewa,Orewa,New Zealand,0.00,1653552191
4005406,11146489,1211004,26647821,AU,54.94,Como,Como,Australia,0.00,1653552180
4005405,11146488,997870,25328257,AU,54.94,Kangaroo Point,Kangaroo Point,Australia,0.00,1653552172
4005404,11146486,629415,26251486,NZ,183.94,Christchurch Central City,Christchurch,New Zealand,0.00,1653552170
4005404,11146487,629415,26370897,NZ,183.94,Christchurch Central City,Christchurch,New Zealand,0.00,1653552170
4005404,11146485,629415,26472973,NZ,183.94,Christchurch Central City,Christchurch,New Zealand,0.00,1653552170
4005404,11146482,629415,26677255,NZ,183.94,Christchurch Central City,Christchurch,New Zealand,0.00,1653552170
4005404,11146483,629415,26678511,NZ,183.94,Christchurch Central City,Christchurch,New Zealand,0.00,1653552170
4005404,11146484,629415,26709796,NZ,183.94,Christchurch Central City,Christchurch,New Zealand,0.00,1653552170
4005403,11146481,1122987,26385136,NZ,47.99,NULL,NULL,New Zealand,0.00,1653552169
4005402,11146479,3086413,26040257,AU,35.97,NULL,NULL,Australia,0.00,1653552147
4005402,11146480,3086413,26164694,AU,35.97,NULL,NULL,Australia,0.00,1653552147
4005402,11146478,3086413,26634487,AU,35.97,NULL,NULL,Australia,0.00,1653552147
4005401,11146477,2333309,26600901,AU,95.97,Arundel,Arundel,Australia,0.00,1653552138
4005401,11146476,2333309,26699318,AU,95.97,Arundel,Arundel,Australia,0.00,1653552138
4005401,11146475,2333309,26704357,AU,95.97,Arundel,Arundel,Australia,0.00,1653552138
4005400,11146473,1426449,26497952,NZ,135.96,Huntington,Hamilton,New Zealand,0.00,1653552136
4005400,11146471,1426449,26539218,NZ,135.96,Huntington,Hamilton,New Zealand,0.00,1653552136
4005400,11146472,1426449,26539331,NZ,135.96,Huntington,Hamilton,New Zealand,0.00,1653552136
4005400,11146474,1426449,26626901,NZ,135.96,Huntington,Hamilton,New Zealand,0.00,1653552136
4005399,11146468,2800070,26426815,NZ,79.97,Central Dunedin,Dunedin,New Zealand,0.00,1653552132
4005399,11146469,2800070,26543840,NZ,79.97,Central Dunedin,Dunedin,New Zealand,0.00,1653552132
4005399,11146470,2800070,26649375,NZ,79.97,Central Dunedin,Dunedin,New Zealand,0.00,1653552132
4005398,11146466,3751676,24781169,NZ,167.94,Orewa,Orewa,New Zealand,0.00,1653552128
4005398,11146465,3751676,26532905,NZ,167.94,Orewa,Orewa,New Zealand,0.00,1653552128
4005398,11146467,3751676,26605647,NZ,167.94,Orewa,Orewa,New Zealand,0.00,1653552128
4005398,11146462,3751676,26657165,NZ,167.94,Orewa,Orewa,New Zealand,0.00,1653552128
4005398,11146463,3751676,26673462,NZ,167.94,Orewa,Orewa,New Zealand,0.00,1653552128
4005398,11146464,3751676,26679884,NZ,167.94,Orewa,Orewa,New Zealand,0.00,1653552128
4005396,11146450,3308062,26084688,AU,135.95,Glen Waverley,Glen Waverley,Australia,0.00,1653552097
4005396,11146451,3308062,26420868,AU,135.95,Glen Waverley,Glen Waverley,Australia,0.00,1653552097
4005396,11146454,3308062,26484976,AU,135.95,Glen Waverley,Glen Waverley,Australia,0.00,1653552097
4005396,11146453,3308062,26589718,AU,135.95,Glen Waverley,Glen Waverley,Australia,0.00,1653552097
4005396,11146452,3308062,26706221,AU,135.95,Glen Waverley,Glen Waverley,Australia,0.00,1653552097
4005395,11146449,1793250,26458342,NZ,95.98,Khandallah,Wellington,New Zealand,0.00,1653552082
4005395,11146448,1793250,26600352,NZ,95.98,Khandallah,Wellington,New Zealand,0.00,1653552082
4005393,11146441,2548720,24303767,NZ,143.95,Taradale,Napier,New Zealand,0.00,1653552066
4005393,11146445,2548720,26646268,NZ,143.95,Taradale,Napier,New Zealand,0.00,1653552066
4005393,11146444,2548720,26647838,NZ,143.95,Taradale,Napier,New Zealand,0.00,1653552066
4005393,11146443,2548720,26724041,NZ,143.95,Taradale,Napier,New Zealand,0.00,1653552066
4005393,11146442,2548720,26742861,NZ,143.95,Taradale,Napier,New Zealand,0.00,1653552066
4005392,11146439,3303359,26023649,NZ,63.98,Marybank,Nelson,New Zealand,0.00,1653552060
4005392,11146440,3303359,26715476,NZ,63.98,Marybank,Nelson,New Zealand,0.00,1653552060
4005391,11146437,3913484,26455273,AU,63.98,Forster,Forster,Australia,0.00,1653552047
4005391,11146438,3913484,26521350,AU,63.98,Forster,Forster,Australia,0.00,1653552047
4005390,11146429,3913457,25908312,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146436,3913457,26084626,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146435,3913457,26405094,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146421,3913457,26439754,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146434,3913457,26503585,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146430,3913457,26544328,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146425,3913457,26557236,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146426,3913457,26557328,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146433,3913457,26579993,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146424,3913457,26581026,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146422,3913457,26597300,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146420,3913457,26597379,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146419,3913457,26597577,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146431,3913457,26623504,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146423,3913457,26662350,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146427,3913457,26667584,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146428,3913457,26723280,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005390,11146432,3913457,26730370,US,427.57,NULL,Long Beach,United States,0.00,1653552022
4005389,11146417,3465989,26249322,AU,51.98,Coorparoo,NULL,Australia,0.00,1653552019
4005389,11146418,3465989,26428147,AU,51.98,Coorparoo,NULL,Australia,0.00,1653552019
4005388,11146415,1163964,26140100,AU,119.98,North Ryde,North Ryde,Australia,0.00,1653552000
4005388,11146416,1163964,26204987,AU,119.98,North Ryde,North Ryde,Australia,0.00,1653552000
4005386,11146403,429766,26204987,AU,167.96,Hamilton Island,NULL,Australia,0.00,1653551975
4005386,11146401,429766,26307923,AU,167.96,Hamilton Island,NULL,Australia,0.00,1653551975
4005386,11146404,429766,26497761,AU,167.96,Hamilton Island,NULL,Australia,0.00,1653551975
4005386,11146402,429766,26706306,AU,167.96,Hamilton Island,NULL,Australia,0.00,1653551975
4005385,11146398,3111429,25843590,NZ,71.17,Riccarton,Christchurch,New Zealand,0.00,1653551959
4005385,11146400,3111429,26370897,NZ,71.17,Riccarton,Christchurch,New Zealand,0.00,1653551959
4005385,11146399,3111429,26472973,NZ,71.17,Riccarton,Christchurch,New Zealand,0.00,1653551959
4005384,11146397,1241953,26407654,NZ,39.99,NULL,NULL,New Zealand,0.00,1653551959
4005383,11146394,2907519,26044262,AU,186.29,Keilor Downs,Keilor Downs,Australia,0.00,1653551950
4005383,11146387,2907519,26141459,AU,186.29,Keilor Downs,Keilor Downs,Australia,0.00,1653551950
4005383,11146391,2907519,26228501,AU,186.29,Keilor Downs,Keilor Downs,Australia,0.00,1653551950
4005383,11146390,2907519,26309743,AU,186.29,Keilor Downs,Keilor Downs,Australia,0.00,1653551950
4005383,11146389,2907519,26430461,AU,186.29,Keilor Downs,Keilor Downs,Australia,0.00,1653551950
4005383,11146395,2907519,26437699,AU,186.29,Keilor Downs,Keilor Downs,Australia,0.00,1653551950
4005383,11146396,2907519,26498072,AU,186.29,Keilor Downs,Keilor Downs,Australia,0.00,1653551950
4005383,11146392,2907519,26627922,AU,186.29,Keilor Downs,Keilor Downs,Australia,0.00,1653551950
4005383,11146393,2907519,26664101,AU,186.29,Keilor Downs,Keilor Downs,Australia,0.00,1653551950
4005383,11146388,2907519,26723921,AU,186.29,Keilor Downs,Keilor Downs,Australia,0.00,1653551950
4005382,11146386,407854,26123813,NZ,71.99,NULL,NULL,New Zealand,0.00,1653551946
4005381,11146385,3314217,26188928,NZ,71.99,Wigram,Christchurch,New Zealand,0.00,1653551942
4005380,11146384,385172,26696713,NZ,46.94,Glen Eden,Auckland,New Zealand,0.00,1653551926
4005379,11146382,2495721,26318653,NZ,79.98,Hillsborough,Auckland,New Zealand,0.00,1653551917
4005379,11146383,2495721,26319988,NZ,79.98,Hillsborough,Auckland,New Zealand,0.00,1653551917
4005377,11146377,647268,26656342,AU,55.98,Hallam,Hallam,Australia,0.00,1653551904
4005377,11146378,647268,26694214,AU,55.98,Hallam,Hallam,Australia,0.00,1653551904
4005376,11146376,1354532,26434797,NZ,63.98,Kohimarama,Auckland,New Zealand,0.00,1653551899
4005376,11146375,1354532,26443201,NZ,63.98,Kohimarama,Auckland,New Zealand,0.00,1653551899
4005375,11146373,3084152,26367477,NZ,79.98,Mount Roskill,Auckland,New Zealand,0.00,1653551894
4005375,11146374,3084152,26458342,NZ,79.98,Mount Roskill,Auckland,New Zealand,0.00,1653551894
4005374,11146371,2440512,26430461,AU,39.98,NULL,NULL,Australia,0.00,1653551893
4005374,11146372,2440512,26582634,AU,39.98,NULL,NULL,Australia,0.00,1653551893
4005373,11146370,3305083,26525198,AU,55.98,Runaway Bay,Runaway Bay,Australia,0.00,1653551885
4005373,11146369,3305083,26663876,AU,55.98,Runaway Bay,Runaway Bay,Australia,0.00,1653551885
4005372,11146368,2707674,26464022,AU,47.99,NULL,NULL,Australia,0.00,1653551885
4005371,11146365,2197765,26438795,AU,119.96,Ormeau Hills,Ormeau Hills,Australia,0.00,1653551882
4005371,11146366,2197765,26647821,AU,119.96,Ormeau Hills,Ormeau Hills,Australia,0.00,1653551882
4005371,11146364,2197765,26675237,AU,119.96,Ormeau Hills,Ormeau Hills,Australia,0.00,1653551882
4005371,11146367,2197765,26706252,AU,119.96,Ormeau Hills,Ormeau Hills,Australia,0.00,1653551882
4005370,11146360,3567294,26271415,NZ,207.94,Mount Eden,Auckland,New Zealand,0.00,1653551877
4005370,11146361,3567294,26453163,NZ,207.94,Mount Eden,Auckland,New Zealand,0.00,1653551877
4005370,11146362,3567294,26501062,NZ,207.94,Mount Eden,Auckland,New Zealand,0.00,1653551877
4005370,11146359,3567294,26555256,NZ,207.94,Mount Eden,Auckland,New Zealand,0.00,1653551877
4005370,11146358,3567294,26587578,NZ,207.94,Mount Eden,Auckland,New Zealand,0.00,1653551877
4005370,11146363,3567294,26609461,NZ,207.94,Mount Eden,Auckland,New Zealand,0.00,1653551877
4005369,11146357,3821746,26270210,NZ,71.97,Kai Iwi,Manawatu-Wanganui,New Zealand,0.00,1653551876
4005369,11146356,3821746,26487793,NZ,71.97,Kai Iwi,Manawatu-Wanganui,New Zealand,0.00,1653551876
4005369,11146355,3821746,26687278,NZ,71.97,Kai Iwi,Manawatu-Wanganui,New Zealand,0.00,1653551876
4005368,11146352,3269696,26525549,US,67.68,NULL,Santa Cruz,United States,0.00,1653551870
4005368,11146353,3269696,26525648,US,67.68,NULL,Santa Cruz,United States,0.00,1653551870
4005368,11146354,3269696,26539973,US,67.68,NULL,Santa Cruz,United States,0.00,1653551870
