barcode,description,extdescription,department,prodgroup,category,season,colour,size,url
26225869,Print Mesh Twist Front Crop Top,"This crop top features twist front detailing, print mesh material, boning, adjustable straps and clasp closure.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,STEEL STONE,S,https://www.glassons.com/content/products/strawberry-mesh-tank-steel-stone-front-tv51321ss.jpg?width=200
26216744,Recycled Ripped Straight Leg Puddle Jean,"A pair of jeans with ripped knee detail, a mid rise waist, side split at the ankle, straight leg fit and a puddle finish. Inside leg length = 82cm

This product is made from recycled cotton, recycled cotton reduces the reliance on virgin cotton. Our Recycled Cotton is Global Recycled Standard (GRS) sourced and certified.",Pants,Jeans Denim,Jeans Denim,SUMMER 2021,ROCKY VINTAGE WASH,6,https://www.glassons.com/content/products/p-pippa-puddle-jean-rocky-vintage-wash-front-jd49171pkr.jpg?width=200
26155630,Lace Trim Check Rib Tank,"Featuring a tank top with lace trim detail, a check print, V neckline and cropped length.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,SEAFLORAL CHECK,XS,https://www.glassons.com/content/products/luka-lace-trim-tank-seafloral-check-front-tv51327chk.jpg?width=200
26193823,Classic Denim Jacket,A staple denim jacket for your wardrobe that pair with anything!,Outerwear,Jackets,Jackets,WINTER 2021,BLACK,16,https://www.glassons.com/content/products/cole-casual-denim-jacket-black-front-jw36022den.jpg?width=200
26309491,Shell Anklet,Featuring a shell and knot ankle bracelet.,Accessories,Jewellery,Jewellery,SUMMER 2022,SHELL,OS,https://www.glassons.com/content/products/cowrie-shell-braceletanklet-shell-front-je52782bra.jpg?width=200
26305820,Print Strapless Corset Bustier,"This strapless corset features boning, inverse iris print and a cropped length.",Blouses,Blouse Sleeveless,Blouse Sleeveless,SUMMER 2022,INVERSE IRIS,6,https://www.glassons.com/content/products/cosa-corset-top-inverse-iris-front-bv50793inv.jpg?width=200
26309484,Shell Choker Necklace,Featuring a shell choker and knot necklace.,Accessories,Jewellery,Jewellery,SUMMER 2022,SHELL,OS,https://www.glassons.com/content/products/cowrie-shell-choker-shell-front-je52781nl.jpg?width=200
26257938,Oversized Multicoloured Stripe Shirt,"This long sleeve shirt features a button through detail, a multicoloured stripe print, cuffing, a full length and a collar.",Blouses,Blouse Longsleeve,Blouse Longsleeve,SUMMER 2022,ORANGE/PINK/BLUE,12,https://www.glassons.com/content/products/ollie-poplin-3tone-stripe-oversized-shirt-orangepinkblue-front-bl48432tt.jpg?width=200
26256559,Recycled High Rise Bootcut Stamp Jean,"This jean features a high-rise waist, stamp detailing, slim through the leg with a bootcut fit. Inside leg length = 80cm.
This product is made from recycled cotton, recycled cotton reduces the reliance on virgin cotton. Our Recycled Cotton is Global Recycled Standard (GRS) sourced and certified.",Pants,Jeans Denim,Jeans Denim,SUMMER 2022,VINTAGE WHITE WASH,12,https://www.glassons.com/content/products/p-ambrose-boot-cut-jean-vintage-white-wash-front-jd48342ptat.jpg?width=200
26180106,Recycled Print High Rise Straight Jean,"Featuring a super high waist, printed, straight leg jean. Inleg length = 71.5cm. 

This product is made from recycled cotton, recycled cotton reduces the reliance on virgin cotton. Our Recycled Cotton is Global Recycled Standard (GRS) sourced and certified.",Pants,Jeans Denim,Jeans Denim,SUMMER 2022,DJ LENTIL,10,https://www.glassons.com/content/products/p-kelsey-super-high-straight-leg-jean-dj-lentil-front-jd43761pdjl.jpg?width=200
26364896,Tie Front Crochet Crop Top,"A crochet top featuring lace up tie front detail, a cropped length and adjustable straps.",Knitwear,Knitwear Sleeveless,Knitwear Sleeveless,SUMMER 2022,WHITE,XS,https://www.glassons.com/content/products/kobe-crochet-corset-white-front-kv51339aus.jpg?width=200
26196657,Licenced Graphic Baby Crop Tee,A baby crop tee with a crew neckline and graphic print detail.,Knit Tops,Tops Shortsleeve,Tops Shortsleeve,SUMMER 2022,PASTEL AEROSMITH,L,https://www.glassons.com/content/products/licensed-baby-tee-pastel-aerosmith-front-ts51260prt.jpg?width=200
26320403,Multi Bead Choker Necklace,A choker necklace with multi colour and size beads.,Accessories,Jewellery,Jewellery,SUMMER 2022,MULTI,OS,https://www.glassons.com/content/products/multi-bead-choker-multi-front-je52879nl.jpg?width=200
26218434,Houndstooth Ring Front Balconette Bikini Top,"This bikini top features a cupped balconette style, a houndstooth print, adjustable back straps and a gold ring front detail.

This product is made from recycled nylon, recycled nylon reduces dependence on fossil fuels as a raw material and uses fewer resources including water and energy. Our Recycled Nylon is Global Recycled Standard (GRS) sourced and certified.",Swim,Swim Tops,Swim Tops,SUMMER 2022,WARPED HOUNDSTOOTH,8,https://www.glassons.com/content/products/r-bray-balconette-bikini-top-warped-houndstooth-front-ga49749rwar.jpg?width=200
26320298,Tiered Mini Dress,"This dress features a low back, mini length and tired out detailing.

Our linen viscose blend contains premium quality flax fibre. A natural and sustainable fibre, cultivated without artificial irrigation and GMO free that is traceable back to farms from Western Europe. EUROPEAN FLAX® certified.",Dresses,Dresses Short,Dresses Short,SUMMER 2022,WHITE,12,https://www.glassons.com/content/products/t-mia-low-back-poplin-tiered-dress-black-front-ds50767tlv.jpg?width=200
26216263,Ring Cheeky Bikini Bottom,This bikini bottom features side ring detailing and a cheeky coverage.,Swim,Swim Bottoms,Swim Bottoms,SUMMER 2022,BLACK,8,https://www.glassons.com/content/products/nz-rebel-ring-thong-black-front-ga51841pln.jpg?width=200
26216478,Ring Cheeky Bikini Bottom,"This bikini bottom features side ring detailing and a cheeky coverage. 

This product is made from recycled nylon, recycled nylon reduces dependence on fossil fuels as a raw material and uses fewer resources including water and energy. Our Recycled Nylon is Global Recycled Standard (GRS) sourced and certified.",Swim,Swim Bottoms,Swim Bottoms,SUMMER 2022,COCOA POWDER,8,https://www.glassons.com/content/products/r-nz-rebel-ring-thong-cocoa-powder-front-ga51841rpln.jpg?width=200
26218151,Shimmer Tie Side Bikini Bottom,"This bikini bottom features full coverage, shimmer material and tie side detail.",Swim,Swim Bottoms,Swim Bottoms,SUMMER 2022,CORAL,8,https://www.glassons.com/content/products/tamsin-nz-tie-side-bikini-brief-coral-front-ga51844shm.jpg?width=200
26176017,Organic Tiered Maxi Dress,"A maxi dress with tiered detailing and adjustable straps.

This product contains organically grown cotton and is Organic Content Standard (OCS) certified.",Dresses,Dresses Long,Dresses Long,SUMMER 2022,CHOCOLATE MILK,16,https://www.glassons.com/content/products/p-marni-tiered-cotton-midi-dress-chocolate-milk-front-dl49904pcot.jpg?width=200
26320434,Mushroom Multi Bead Phone Charm,A mushroom multi bead phone charm.,Accessories,General Accessories,General Accessories,SUMMER 2022,RED,OS,https://www.glassons.com/content/products/mushroom-multi-bead-phone-chain-red-front-ga52882phn.jpg?width=200
26225494,Cut Out Halter Wrap Top,"This top features a halter neckline, cut out detail, a cropped length, wrap around with a tie back.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,SEAFLOWER,M,https://www.glassons.com/content/products/bluejay-butterfly-tank-black-front-tv51325pln.jpg?width=200
26320427,Love Multi Bead Phone Charm,A love heart multi bead phone charm.,Accessories,General Accessories,General Accessories,SUMMER 2022,MULTI,OS,https://www.glassons.com/content/products/love-multi-bead-phone-chain-multi-front-ga52881phn.jpg?width=200
26147475,Clear Peach Blue Light Glasses,Featuring a clear peach frame with blue light blocking lenses.,Accessories,Sunglasses,Sunglasses,NULL,CRYSTAL PEACH BL,OS,https://www.glassons.com/content/products/rita-blue-light-sunglasses-crystal-peach-bl-front-ga51520pbl.jpg?width=200
26280783,Marled Cropped Racer Tank,"Featuring a racer style tank with a round neckline, a multi coloured woven fabric, cropped length and ribbed detail.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,PASTEL SPACEDYE,M,https://www.glassons.com/content/products/co-nichelle-tank-pastel-spacedye-front-tv48772rib.jpg?width=200
26275550,Split Front Chain Cropped Knit Top,"Featuring a short sleeve top with a split front, chain detail, knit material, a scoop neckline and a cropped length.",Knitwear,Knitwear Cardigans,Knitwear Cardigans,SUMMER 2022,BROWNIE POINTS,M,https://www.glassons.com/content/products/ricky-chain-front-knit-cardi-black-front-kc52046knt.jpg?width=200
26218526,Ring Front Balconette Bikini Top,"This bikini top features a cupped balconette style, adjustable back straps and a gold ring front detail.

This product is made from recycled nylon, recycled nylon reduces dependence on fossil fuels as a raw material and uses fewer resources including water and energy. Our Recycled Nylon is Global Recycled Standard (GRS) sourced and certified.",Swim,Swim Tops,Swim Tops,SUMMER 2022,BLACK,12,https://www.glassons.com/content/products/r-bray-balconette-bikini-top-island-punch-front-ga49749rpln.jpg?width=200
26320410,Star Multi Bead Phone Charm,A star multi bead phone charm.,Accessories,General Accessories,General Accessories,NULL,BLACK,OS,https://www.glassons.com/content/products/star-beaded-phone-chain-black-front-ga52880phn.jpg?width=200
26275611,Super Oversized Colour Block Shirt,"This long sleeve shirt features a super oversized fit, multi colour detail, button front, cuffing, a pocket and collar.",Blouses,Blouse Longsleeve,Blouse Longsleeve,SUMMER 2022,BELLA/KISS/HEAD,6,https://www.glassons.com/content/products/sullie-super-oversized-shirt-bellakisshead-front-bl52203pw.jpg?width=200
26297361,Traceable Linen Wide Leg Pant,"These pants feature a relaxed fit, linen viscose material, pockets and a drawstring at the waistband. Our linen viscose blend contains premium quality flax fibre. A natural and sustainable fibre, cultivated without artificial irrigation and GMO free that is traceable back to farms from Western Europe. EUROPEAN FLAX® certified.",Pants,Pants Woven,Pants Woven,WINTER 2021,MR SANDMAN/MILK,6,https://www.glassons.com/content/products/t-draco-linen-pants-mr-sandmanmilk-front-pw50562tyd.jpg?width=200
26293998,Traceable Linen Blend Elasticated Short,"Featuring a high waisted short with linen blend material and an elasticated waist band.

Our linen viscose blend contains premium quality flax fibre. A natural and sustainable fibre, cultivated without artificial irrigation and GMO free that is traceable back to farms from Western Europe. EUROPEAN FLAX® certified.",Shorts,Shorts Woven,Shorts Woven,SUMMER 2022,WHITE,14,https://www.glassons.com/content/products/t-pepper-pull-on-shorts-plutonium-front-sw52397tlv.jpg?width=200
25950847,Pleated Wide Leg Denim Jean,This denim jean features a pleated wide leg fit and a super high rise. Inside leg length = 80cm.,Pants,Jeans Denim,Jeans Denim,SUMMER 2021,MILK,8,https://www.glassons.com/content/products/polina-super-high-rise-pleated-wide-leg-washed-black-front-jd49352dnm.jpg?width=200
26207032,Recycled Halter Scarf Top,"This top features a halter neckline, a ruched bust with a tie and a curve hem.

This product is made from recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill. Our Recycled Polyester is Global Recycled Standard (GRS) sourced and certified.",Blouses,Blouse Sleeveless,Blouse Sleeveless,SUMMER 2022,BLACK,10,https://www.glassons.com/content/products/r-simmo-scarf-halter-top-black-front-bv51482rwas.jpg?width=200
26243481,Faux Leather Side Chain Belt,A classic jean faux leather belt featuring a silver buckle and side chain.,Accessories,Belts,Belts,SUMMER 2022,BLACK/SILVER,S,https://www.glassons.com/content/products/chain-drop-belt-blacksilver-front-be52098pu.jpg?width=200
26239675,Print Ruched Strapless Mini Dress,"Featuring a strapless mini dress with a slim fit, floral print and ruched detailing.",Dresses,Dresses Short,Dresses Short,SUMMER 2022,INVERSE IRIS,8,https://www.glassons.com/content/products/ruby-ruched-mini-dress-inverse-iris-front-ds50994ivr.jpg?width=200
26303987,Traceable Linen Tie Back Mini Dress,"This dress features a mini length, square neckline, tie back detail and made from linen material.

Our 100% linen is made from premium quality flax fibre. A natural and sustainable fibre, cultivated without artificial irrigation and GMO free that is traceable back to farms from Western Europe. EUROPEAN FLAX® certified.",Dresses,Dresses Short,Dresses Short,SUMMER 2022,BLACK,10,https://www.glassons.com/content/products/t-penny-pinafore-tie-back-mini-dress-black-front-ds50146tlv.jpg?width=200
26155159,Recycled Print Keyhole Mesh Crop Long Sleeve,"This top features a mesh material, print,  a cropped length, keyhole detailing and straps that tie around. 

This product is made from recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill. Our Recycled Polyester is Global Recycled Standard (GRS) sourced and certified.",Knit Tops,Tops Cardigan,Tops Cardigan,SUMMER 2022,BLACK,XS,https://www.glassons.com/content/products/r-drey-double-cross-over-black-front-tc50910rmsh.jpg?width=200
26274799,Pearl Sunglass Chain,"A gold sunglass chain with pearl detailing, attach this onto your favourite glasses to complete your look.",Accessories,General Accessories,General Accessories,NULL,GOLD,OS,https://www.glassons.com/content/products/pearl-sunglass-chain-gold-front-ga52540chn.jpg?width=200
26232782,Active Seamless Recycled Legging,"A pair of active leggings featuring a high waist, slim fit and seamless material. 

This product is made from recycled nylon, recycled nylon reduces dependence on fossil fuels as a raw material and uses fewer resources including water and energy. Our Recycled Nylon is Global Recycled Standard (GRS) sourced and certified.",Pants,Pants Casual,Pants Casual,SUMMER 2022,HEAD IN THE SAND,S,https://www.glassons.com/content/products/r-sporty-sven-tight-bella-blue-front-pw51998rsea.jpg?width=200
26320854,Active High Rise Sweat Short,"A sweat short featuring a relaxed fit, high rise waist, an elasticated waistband with a draw string and back pockets.",Shorts,Shorts Woven,Shorts Woven,SUMMER 2022,BELLA BLUE,M,https://www.glassons.com/content/products/co-shawty-loopback-short-brownie-points-front-sw51208cot.jpg?width=200
26306681,Three Stripe Crew Active Sock,A crew sock with three stripes.,Accessories,Hosiery,Socks,WINTER 2022,WHITE/STEEL,OS,https://www.glassons.com/content/products/three-stripe-sock-whitesteel-front-sx51931stp.jpg?width=200
26310572,Plain Crew Active Sock,A plain crew sock.,Accessories,Hosiery,Socks,SUMMER 2022,WHITE,OS,https://www.glassons.com/content/products/sx51582emblong-plain-sock-white-front-sx51582cot.jpg?width=200
26220833,Floral Straight Leg Pant,A pair of high-waisted jeans with a straight leg and floral print.,Pants,Pants Woven,Pants Woven,SUMMER 2021,BROWNIE TROPICANA,12,https://www.glassons.com/content/products/billy-straight-leg-pants-brownie-tropicana-front-pw50919tro.jpg?width=200
26214849,Linen High Waist Paperbag Short,"A linen short featuring a high waist fit, paperbag style, a waist tie and short length.",Shorts,Shorts Woven,Shorts Woven,SUMMER 2020,BLACK,16,https://www.glassons.com/content/products/poppy-paperbag-short-head-in-the-sand-front-sw51577san.jpg?width=200
26274782,Thick Sunglasses Chain,A gold sunglasses chain.,Accessories,General Accessories,General Accessories,NULL,GOLD,OS,https://www.glassons.com/content/products/thick-sunglasses-chain-gold-front-ga52539chn.jpg?width=200
26138398,Print Bucket Hat,A print bucket hat.,Accessories,Hats,Hats,SUMMER 2020,ALMONDINE/WHITE CHAIN,OS,https://www.glassons.com/content/products/t-bea-bucket-hat-almondinewhite-chain-front-ha49695tchn.jpg?width=200
26234465,Twist Front Halter Cami,"This top features a cropped length, twist fron detail, knit material and a halter neckline.",Knitwear,Knitwear Sleeveless,Knitwear Sleeveless,SUMMER 2022,WHITE,XS,https://www.glassons.com/content/products/tomi-twist-front-knit-cami-jam-rolly-poly-front-kv50827aus.jpg?width=200
26243870,Shimmer Ruched Keyhole Halter Top,"This top features a deep V neckline with keyhole detail and metallic silver material. Wear this two ways, as a halter neck or tied at the front for a strapless look.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,METALLIC SILVER,S,https://www.glassons.com/content/products/cindy-crisscross-halter-metallic-silver-front-tv48492met.jpg?width=200
26212463,Tie Front Crochet Crop Top,"A crochet top featuring lace up, tie front detail, a cropped length, 100% cotton material and adjustable straps. Wear the front tie as a halter neck or in a bow.",Knitwear,Knitwear Sleeveless,Knitwear Sleeveless,SUMMER 2022,BLACK,M,https://www.glassons.com/content/products/kobe-crochet-corset-white-front-kv51339cro.jpg?width=200
26305097,Active Seamless Recycled Racer Tank,"A seamless tank with a racer back, round neckline and cropped length. 

This product is made from recycled nylon, recycled nylon reduces dependence on fossil fuels as a raw material and uses fewer resources including water and energy. Our Recycled Nylon is Global Recycled Standard (GRS) sourced and certified.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,WHITE,XS/S,https://www.glassons.com/content/products/r-cyclo-racer-front-tank-black-front-tv52206rsea.jpg?width=200
26285849,Mini Flower Hair Clips,A mini flower hair clip 6 pack in multiple colours and sizes.,Accessories,Hair Accessories,Hair Accessories,NULL,BROWN,OS,https://www.glassons.com/content/products/mini-flower-clips-neutral-front-ha52478clp.jpg?width=200
26148991,Textured Straw Hat,A textured straw hat in natural.,Accessories,Hats,Hats,SUMMER 2022,NATURAL,OS,https://www.glassons.com/content/products/textured-straw-hat-natural-front-ha51347pap.jpg?width=200
26150369,Floral Print Mini Skirt,This skirt features a floral print and a mini length.,Skirts,Skirts,Skirts Short,SUMMER 2022,RETRO JAM,L,https://www.glassons.com/content/products/co-troy-mini-skirt-retro-jam-front-ss50082rtj.jpg?width=200
26241715,Recycled Print Ruched Tie Side Bikini Bottom,"This bikini bottom features an aqua smoke print, ruched detailing, side ties and adjustable coverage.

This product is made from recycled nylon, recycled nylon reduces dependence on fossil fuels as a raw material and uses fewer resources including water and energy. Our Recycled Nylon is Global Recycled Standard (GRS) sourced and certified.",Swim,Swim Bottoms,Swim Bottoms,SUMMER 2022,AQUA SMOKE,12,https://www.glassons.com/content/products/r-tommy-single-tie-ruched-bikini-brief-aqua-smoke-front-ga49825rsmo.jpg?width=200
26242057,Recycled Print Side Tie Thong Bikini Bottom,"A bikini bottom featuring a aqua smoke print, thin side strap with ties and thong coverage.

This product is made from recycled nylon, recycled nylon reduces dependence on fossil fuels as a raw material and uses fewer resources including water and energy. Our Recycled Nylon is Global Recycled Standard (GRS) sourced and certified.",Swim,Swim Bottoms,Swim Bottoms,SUMMER 2022,AQUA SMOKE,10,https://www.glassons.com/content/products/r-tamsin-tie-side-thong-aqua-smoke-front-ga49838rsmo.jpg?width=200
26321653,Recycled Print Mesh Sarong,"A sarong featuring a printed mesh material, a short length, wrap around tie, ruched detail and a lettuce trim hem.

This product is made from recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill. Our Recycled Polyester is Global Recycled Standard (GRS) sourced and certified.",Skirts,Skirts,Skirts Short,SUMMER 2022,AQUA SMOKE,M/L,https://www.glassons.com/content/products/r-mela-mesh-sarong-aqua-smoke-front-ss51837rsmo.jpg?width=200
26258249,Recycled Floral Headscarf,A floral printed headscarf.,Accessories,Hair Accessories,Hair Accessories,SUMMER 2022,ANTIQUE FLORAL,OS,https://www.glassons.com/content/products/r-chiffon-headscarf-antique-floral-front-ha47085rflr.jpg?width=200
26243856,Green Tortoise Hexagon Blue Light Glasses,"A hexagon frame with neon green front frame, tortoise arms and blue light blocking lenses.",Accessories,Sunglasses,Sunglasses,NULL,NEON GREEN BLUE LIGHT,OS,https://www.glassons.com/content/products/pearl-blue-light-sunglasses-neon-green-blue-light-front-ga52101gbl.jpg?width=200
26181509,Cut Out Halter Knit Maxi Dress,"A maxi dress featuring cut out, tie back detail, knit material, a slim fit and halter neckline.",Dresses,Dresses Knitwear,Dresses Knitwear,SUMMER 2022,LENTIL,XS,https://www.glassons.com/content/products/daisy-halter-tie-back-knit-dress-black-front-kd51229knt.jpg?width=200
26243108,Silky Button Through Cropped Blouse,"This blouse features a cropped length, a collar, long sleeves, silky material and button up detail.",Blouses,Blouse Longsleeve,Blouse Longsleeve,SUMMER 2022,BROWNIE POINTS,6,https://www.glassons.com/content/products/co-bea-baby-crop-shirt-white-front-bl51020sat.jpg?width=200
26222448,Lace Up Bandeau Top,"This top features a strapless bandeau fit, lace up detailing and a cropped length.",Blouses,Blouse Sleeveless,Blouse Sleeveless,SUMMER 2022,MILK,8,https://www.glassons.com/content/products/co-luca-lace-up-bandeau-milk-front-bv51082pln.jpg?width=200
26212746,Cut Out Ribbed Tank,"This top features a cropped length, ribbed knit material with cut out detail and a crew neckline.",Knitwear,Knitwear Sleeveless,Knitwear Sleeveless,SUMMER 2022,MRS PUFF,S,https://www.glassons.com/content/products/karia-cut-out-knit-top-black-front-kv51565rib.jpg?width=200
26223650,Lace Up Bootleg Pant,"Featuring a pant with side lace up detail, a bootleg finish, high rise waist and back zip.",Pants,Pants Woven,Pants Woven,SUMMER 2022,BLACK,8,https://www.glassons.com/content/products/co-luca-lace-up-pants-black-front-pw51138pln.jpg?width=200
26287157,Floral Knit High Waist Shorts,"These shorts feature a knit material, floral print, high waist and short lenght.",Shorts,Shorts Woven,Shorts Woven,SUMMER 2022,E-GIRL FLORAL,L,https://www.glassons.com/content/products/cece-knit-shorts-e-girl-floral-front-sw50519grl.jpg?width=200
26301563,Recycled High Waist Ripped Denim Short,"A denim short featuring a high waist, ripped detailing, a short length and raw hem.

This product is made from recycled cotton, recycled cotton reduces the reliance on virgin cotton. Our Recycled Cotton is Global Recycled Standard (GRS) sourced and certified.",Shorts,Shorts Woven,Shorts Denim,SUMMER 2022,WASHED BLACK,14,https://www.glassons.com/content/products/p-sion-super-high-rise-cheeky-denim-short-rocky-vintage-wash-front-sw47695pdes.jpg?width=200
26297729,Longline Ripped Denim Short,"A denim mom short featuring a high rise waist, ripped detailing, a short length and raw hem.

This product is made from recycled cotton, recycled cotton reduces the reliance on virgin cotton. Our Recycled Cotton is Global Recycled Standard (GRS) sourced and certified.",Shorts,Shorts Woven,Shorts Denim,SUMMER 2022,ROCKY VINTAGE WASH,12,https://www.glassons.com/content/products/p-miley-90s-longline-denim-short-rocky-vintage-wash-front-sw50096plad.jpg?width=200
26278872,V Front Tie Back Short,"Featuring shorts with a v front elasticated waistband with a wrap around tie and a short length.

Organic Cotton This product contains 95% or less organically grown cotton and is Organic Content Standard (OCS) certified.",Shorts,Shorts Woven,Shorts Woven,SUMMER 2022,MILK,S,https://www.glassons.com/content/products/p-paige-wrap-around-short-black-front-sw50934pcot.jpg?width=200
26251134,Faux Leather Knee High Boot,Featuring a knee high faux leather boot with a stiletto heel. 7.7cm heel height,Accessories,Shoes,Boots,SUMMER 2022,WHITE,9,https://www.glassons.com/content/products/knee-high-pu-boot-black-front-sh52148pu.jpg?width=200
25842210,Brown Round Glasses,A slim brown metal frame featuring a round brown lense.,Accessories,Sunglasses,Sunglasses,NULL,GOLD/BROWN,OS,https://www.glassons.com/content/products/jojo-sunglasses-goldbrown-front-ga28112bro.jpg?width=200
26205496,Cierra Nia Mesh Midi Dress,"Featuring a off shoulder dress with a tie front, side split with cut out and ruched detailing.",Dresses,Dresses Long,Dresses Long,SUMMER 2022,BLACK,XS,https://www.glassons.com/content/products/cierra-mesh-midi-dress-black-front-dl51032mes.jpg?width=200
26205595,Cierra Nia Swirl Mesh Midi Dress,"Featuring a off shoulder dress with a tie front, wave print, side split with cut out and ruched detailing.",Dresses,Dresses Long,Dresses Long,SUMMER 2022,CIERRA WAVE,XS,https://www.glassons.com/content/products/cierra-mesh-midi-dress-cierra-wave-front-dl51032wve.jpg?width=200
26237848,Faux Leather Croc Buckle Shoulder Bag,"A 100% faux leather shoulder bag featuring an adjustable strap, an animal print and gold or silver hardware.",Accessories,Bags,Bags,SUMMER 2022,BLACK/GOLD,OS,https://www.glassons.com/content/products/buckle-strap-shoulder-bag-blackgold-front-bg51824pu.jpg?width=200
26209616,Yin Yang Faux Leather Strapless Corset,"This bandeau top features a faux leather material, a yin yang print, cross-back strap detailing with a tie and a cropped length.",Blouses,Blouse Sleeveless,Blouse Sleeveless,SUMMER 2022,MILK/BLACK,8,https://www.glassons.com/content/products/co-latisha-back-tie-blouse-milkblack-front-bv49936swl.jpg?width=200
26245201,Yin Yang Faux Leather Straight Leg Pant,"This pant features faux leather material, a ying yang print, high waist, belt loops and front zip fastening.",Pants,Pants Woven,Pants Woven,SUMMER 2022,MILK/BLACK,8,https://www.glassons.com/content/products/co-latisha-pu-pants-milkblack-front-pw51668swl.jpg?width=200
26277387,Yarn Dye Knit Flare Pant,"A knit pant featuring a flare leg, high rise waist and multi coloured yarn dye detail.",Pants,Pants Casual,Pants Casual,SUMMER 2022,BLACK/SOURDOUGH,M,https://www.glassons.com/content/products/fitty-flare-space-dye-pant-blacksourdough-front-pw51814knt.jpg?width=200
26257129,Oversized Faux Leather Blazer,"A oversized blazer with 100% faux leather material, single front button closure and front pockets.",Outerwear,Jackets,Jackets,SUMMER 2022,FUNNY BONE,S,https://www.glassons.com/content/products/co-pickle-oversized-pu-blazer-funny-bone-front-jw51478aus.jpg?width=200
26144894,Halter Satin Midi Dress,"This dress features satin material, a midi length and a halter neckline with a tie and an open back. This product is made from recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill. Our Recycled Polyester is Global Recycled Standard (GRS) sourced and certified.",Dresses,Dresses Long,Dresses Long,WINTER 2021,BLACK,8,https://www.glassons.com/content/products/r-blair-bias-halter-midi-dress-black-front-dl50329rsat.jpg?width=200
26326405,Recycled Print Split Front Mesh Top,"This top features a sweetheart neckline with lace trim detail, a split cropped front, short sleeves and printed mesh material. 

This product is made from certified recycled polyester, recycled polyester reduces dependence on fossil fuels as a raw material, and helps divert plastics from going to landfill.",Knit Tops,Tops Shortsleeve,Tops Shortsleeve,SUMMER 2022,INVERSE IRIS,M,https://www.glassons.com/content/products/r-stacy-lace-split-top-inverse-iris-front-ts50003rinv.jpg?width=200
26205991,Underwire Strappy Cut Out Lace Bodysuit,"A bodysuit featuring sheer lace, underwire, cut out strappy detailing and adjustable straps.",Knit Tops,Tops Bodysuit,Tops Bodysuit,SUMMER 2022,BLACK,8,https://www.glassons.com/content/products/shakira-strappy-bodysuit-black-front-tb51783lac.jpg?width=200
26263618,Crochet Low Back Mini Dress,A mini crochet dress with a v neckline and low tie back detail.,Dresses,Dresses Knitwear,Dresses Knitwear,SUMMER 2022,BLACK,XS,https://www.glassons.com/content/products/cori-crochet-mini-dress-black-front-kd50980knt.jpg?width=200
26307794,Zig Zag Ribbed Halter Knit Top,"This top features a halter neckline, racer back detail, ribbed knit material, zig zag print and cropped length.",Knitwear,Knitwear Sleeveless,Knitwear Sleeveless,SUMMER 2022,TANGERINE ZIG ZAG,S,https://www.glassons.com/content/products/harper-halter-knit-tangerine-zig-zag-front-kv50524tzz.jpg?width=200
26270661,Low Rise Hot Denim Short,A denim short featuring a low rise waist and hot mini short length.,Shorts,Shorts Woven,Shorts Denim,SUMMER 2022,ELI INDIGO WASH,10,https://www.glassons.com/content/products/hollie-denim-shot-shorts-eli-indigo-wash-front-sw51925dnm.jpg?width=200
26282060,Ring Front Knit Tee,"This tee features a light knitted material, ring front detail and a cropped length.",Knit Tops,Tops Shortsleeve,Tops Shortsleeve,SUMMER 2022,BROWNIE POINTS,XS,https://www.glassons.com/content/products/rajo-ring-front-tee-brownie-points-front-ts51495rib.jpg?width=200
26237763,Curve Hem Tie Back Crochet Top,"This top features a scarf style curve hem, tie back detail, a cropped length and crochet material.",Knitwear,Knitwear Sleeveless,Knitwear Sleeveless,SUMMER 2022,MILK,XS,https://www.glassons.com/content/products/co-clara-knit-top-black-front-kv51569knt.jpg?width=200
26308272,Recycled Super Crop Cami,"This cami features a super cropped length.

This product is made from recycled nylon, recycled nylon reduces dependence on fossil fuels as a raw material and uses fewer resources including water and energy. Our Recycled Nylon is Global Recycled Standard (GRS) sourced and certified.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2022,BLACK,M,https://www.glassons.com/content/products/r-co-meg-tiny-crop-black-front-tv51805rpln.jpg?width=200
26321226,Seamless Crew Neck Tee,"This tee features a seamless material and cropped length.

This product is made from recycled nylon, recycled nylon reduces dependence on fossil fuels as a raw material and uses fewer resources including water and energy. Our Recycled Nylon is Global Recycled Standard (GRS) sourced and certified.",Knit Tops,Tops Shortsleeve,Tops Shortsleeve,SUMMER 2022,ALMONDINE,XS/S,https://www.glassons.com/content/products/r-sandee-seamless-tee-almondine-front-ts52208rsml.jpg?width=200
