orderid,orderitemid,customerid,barcode,locale,total,deliverysuburb,deliverycity,country,discountcodeamount,created
3970592,11048103,2553225,26543055,US,104.96,NULL,Philadelphia,United States,20.00,1652668561
3970591,11048101,2219222,26363233,AU,39.98,Bella Vista,Bella Vista,Australia,0.00,1652668559
3970591,11048102,2219222,26476957,AU,39.98,Bella Vista,Bella Vista,Australia,0.00,1652668559
3970590,11048098,168809,26155715,NZ,114.98,Birkenhead,Auckland,New Zealand,0.00,1652668549
3970590,11048097,168809,26155760,NZ,114.98,Birkenhead,Auckland,New Zealand,0.00,1652668549
3970590,11048100,168809,26467559,NZ,114.98,Birkenhead,Auckland,New Zealand,0.00,1652668549
3970590,11048099,168809,26714554,NZ,114.98,Birkenhead,Auckland,New Zealand,0.00,1652668549
3970589,11048096,3065962,26562148,NZ,46.94,Allenton,Ashburton,New Zealand,0.00,1652668526
3970588,11048095,1344681,26497952,AU,47.98,NULL,NULL,Australia,12.00,1652668525
3970588,11048094,1344681,26498089,AU,47.98,NULL,NULL,Australia,12.00,1652668525
3970587,11048091,3620558,26439112,AU,141.93,Palmwoods,Palmwoods,Australia,33.00,1652668387
3970587,11048093,3620558,26570976,AU,141.93,Palmwoods,Palmwoods,Australia,33.00,1652668387
3970587,11048092,3620558,26628677,AU,141.93,Palmwoods,Palmwoods,Australia,33.00,1652668387
3970587,11048089,3620558,26637747,AU,141.93,Palmwoods,Palmwoods,Australia,33.00,1652668387
3970587,11048088,3620558,26637792,AU,141.93,Palmwoods,Palmwoods,Australia,33.00,1652668387
3970587,11048090,3620558,26693767,AU,141.93,Palmwoods,Palmwoods,Australia,33.00,1652668387
3970586,11048085,3451143,26123820,NZ,223.02,Crofton Downs,Wellington,New Zealand,0.00,1652668360
3970586,11048087,3451143,26565750,NZ,223.02,Crofton Downs,Wellington,New Zealand,0.00,1652668360
3970586,11048086,3451143,26568454,NZ,223.02,Crofton Downs,Wellington,New Zealand,0.00,1652668360
3970585,11048084,3543471,26421131,AU,143.97,Bridgetown,Bridgetown,Australia,26.00,1652668300
3970585,11048082,3543471,26534916,AU,143.97,Bridgetown,Bridgetown,Australia,26.00,1652668300
3970585,11048083,3543471,26623627,AU,143.97,Bridgetown,Bridgetown,Australia,26.00,1652668300
3970584,11048080,2265851,26215655,AU,149.97,Geelong West,Geelong West,Australia,0.00,1652668252
3970584,11048079,2265851,26490076,AU,149.97,Geelong West,Geelong West,Australia,0.00,1652668252
3970584,11048081,2265851,26495194,AU,149.97,Geelong West,Geelong West,Australia,0.00,1652668252
3970583,11048076,3221716,26150390,AU,83.97,Taylors Lakes,Taylors Lakes,Australia,21.00,1652668239
3970583,11048077,3221716,26577890,AU,83.97,Taylors Lakes,Taylors Lakes,Australia,21.00,1652668239
3970583,11048078,3221716,26606453,AU,83.97,Taylors Lakes,Taylors Lakes,Australia,21.00,1652668239
3970582,11048075,1308663,26393865,NZ,59.98,West Harbour,Auckland,New Zealand,0.00,1652668231
3970582,11048074,1308663,26482743,NZ,59.98,West Harbour,Auckland,New Zealand,0.00,1652668231
3970581,11048073,3849216,26261997,AU,46.94,Kings Point,Kings Point,Australia,0.00,1652668168
3970580,11048072,1123601,26527079,NZ,59.99,Leamington,Cambridge,New Zealand,0.00,1652668158
3970579,11048071,763307,26576732,AU,59.99,Werribee,Werribee,Australia,0.00,1652668140
3970578,11048069,714532,26178998,AU,87.98,Armstrong Creek,Armstrong Creek,Australia,22.00,1652668116
3970578,11048070,714532,26389745,AU,87.98,Armstrong Creek,Armstrong Creek,Australia,22.00,1652668116
3970577,11048067,405469,24514941,NZ,79.98,Glen Eden,Auckland,New Zealand,0.00,1652668081
3970577,11048068,405469,26556086,NZ,79.98,Glen Eden,Auckland,New Zealand,0.00,1652668081
3970576,11048066,1282082,26631189,AU,36.94,Green Valley,Green Valley,Australia,0.00,1652668079
3970575,11048065,352636,26365121,NZ,219.96,Dannevirke,Dannevirke ,New Zealand,40.00,1652668075
3970575,11048064,352636,26368603,NZ,219.96,Dannevirke,Dannevirke ,New Zealand,40.00,1652668075
3970575,11048061,352636,26427966,NZ,219.96,Dannevirke,Dannevirke ,New Zealand,40.00,1652668075
3970575,11048060,352636,26428949,NZ,219.96,Dannevirke,Dannevirke ,New Zealand,40.00,1652668075
3970575,11048063,352636,26447506,NZ,219.96,Dannevirke,Dannevirke ,New Zealand,40.00,1652668075
3970575,11048062,352636,26558585,NZ,219.96,Dannevirke,Dannevirke ,New Zealand,40.00,1652668075
3970574,11048058,781870,26365206,AU,179.95,Malvern East,Malvern East,Australia,0.00,1652668027
3970574,11048055,781870,26367514,AU,179.95,Malvern East,Malvern East,Australia,0.00,1652668027
3970574,11048057,781870,26370590,AU,179.95,Malvern East,Malvern East,Australia,0.00,1652668027
3970574,11048056,781870,26560090,AU,179.95,Malvern East,Malvern East,Australia,0.00,1652668027
3970574,11048059,781870,26567013,AU,179.95,Malvern East,Malvern East,Australia,0.00,1652668027
3970573,11048054,1518351,26609478,AU,47.99,Five Dock,Five Dock,Australia,12.00,1652668004
3970572,11048052,3581705,26080345,AU,140.95,Osborne Park,Osborne Park,Australia,0.00,1652667959
3970572,11048050,3581705,26304793,AU,140.95,Osborne Park,Osborne Park,Australia,0.00,1652667959
3970572,11048053,3581705,26642918,AU,140.95,Osborne Park,Osborne Park,Australia,0.00,1652667959
3970572,11048051,3581705,26679761,AU,140.95,Osborne Park,Osborne Park,Australia,0.00,1652667959
3970571,11048048,1050198,26143170,NZ,195.95,Auckland,Auckland,New Zealand,44.00,1652667940
3970571,11048046,1050198,26424743,NZ,195.95,Auckland,Auckland,New Zealand,44.00,1652667940
3970571,11048047,1050198,26659930,NZ,195.95,Auckland,Auckland,New Zealand,44.00,1652667940
3970571,11048049,1050198,26684116,NZ,195.95,Auckland,Auckland,New Zealand,44.00,1652667940
3970571,11048045,1050198,26723853,NZ,195.95,Auckland,Auckland,New Zealand,44.00,1652667940
3970570,11048044,3581830,26326368,AU,163.46,St Lucia,St Lucia,Australia,0.00,1652667905
3970570,11048040,3581830,26590868,AU,163.46,St Lucia,St Lucia,Australia,0.00,1652667905
3970570,11048038,3581830,26590875,AU,163.46,St Lucia,St Lucia,Australia,0.00,1652667905
3970570,11048043,3581830,26591421,AU,163.46,St Lucia,St Lucia,Australia,0.00,1652667905
3970570,11048035,3581830,26600987,AU,163.46,St Lucia,St Lucia,Australia,0.00,1652667905
3970570,11048039,3581830,26623856,AU,163.46,St Lucia,St Lucia,Australia,0.00,1652667905
3970570,11048042,3581830,26623924,AU,163.46,St Lucia,St Lucia,Australia,0.00,1652667905
3970570,11048041,3581830,26624617,AU,163.46,St Lucia,St Lucia,Australia,0.00,1652667905
3970570,11048036,3581830,26627137,AU,163.46,St Lucia,St Lucia,Australia,0.00,1652667905
3970570,11048037,3581830,26627281,AU,163.46,St Lucia,St Lucia,Australia,0.00,1652667905
3970569,11048033,3259107,25954234,AU,59.98,Invergordon,NULL,Australia,0.00,1652667886
3970569,11048034,3259107,26574332,AU,59.98,Invergordon,NULL,Australia,0.00,1652667886
3970568,11048032,2537644,26500638,AU,33.98,Ballina,Ballina,Australia,6.00,1652667771
3970567,11048031,2016647,26643441,AU,73.97,Karrinyup,Karrinyup,Australia,16.00,1652667764
3970567,11048030,2016647,26658520,AU,73.97,Karrinyup,Karrinyup,Australia,16.00,1652667764
3970566,11048028,171297,26427232,NZ,60.00,Orakei,Auckland,New Zealand,0.00,1652667734
3970566,11048029,171297,26427317,NZ,60.00,Orakei,Auckland,New Zealand,0.00,1652667734
3970565,11048027,307453,26387024,AU,107.98,Hurstville,NULL,Australia,12.00,1652667618
3970565,11048026,307453,26536156,AU,107.98,Hurstville,NULL,Australia,12.00,1652667618
3970564,11048025,235433,25968712,NZ,63.03,Burwood,Christchurch,New Zealand,0.00,1652667585
3970564,11048024,235433,26327419,NZ,63.03,Burwood,Christchurch,New Zealand,0.00,1652667585
3970563,11048023,1027618,26215679,AU,67.98,Hurstville,Hurstville,Australia,12.00,1652667580
3970563,11048022,1027618,26467993,AU,67.98,Hurstville,Hurstville,Australia,12.00,1652667580
3970562,11048021,3899584,26262000,AU,38.94,Box Hill,Box Hill,Australia,8.00,1652667514
3970561,11048020,2285382,25994247,NZ,59.99,Remuera,Auckland,New Zealand,0.00,1652667506
3970560,11048019,917972,26389752,AU,69.99,Drouin,Drouin,Australia,0.00,1652667472
3970559,11048017,1524778,26544038,AU,59.98,Daisy Hill,Daisy Hill,Australia,0.00,1652667470
3970559,11048018,1524778,26656366,AU,59.98,Daisy Hill,Daisy Hill,Australia,0.00,1652667470
3970558,11048016,761779,26367439,NZ,40.94,Onekawa,Napier,New Zealand,6.00,1652667450
3970557,11048015,3236001,26640068,AU,59.99,Berala,Berala,Australia,0.00,1652667414
3970556,11048013,2625541,25954203,AU,161.95,Cairnlea,Rye,Australia,32.00,1652667389
3970556,11048012,2625541,26451480,AU,161.95,Cairnlea,Rye,Australia,32.00,1652667389
3970556,11048011,2625541,26451602,AU,161.95,Cairnlea,Rye,Australia,32.00,1652667389
3970556,11048014,2625541,26503646,AU,161.95,Cairnlea,Rye,Australia,32.00,1652667389
3970556,11048010,2625541,26580357,AU,161.95,Cairnlea,Rye,Australia,32.00,1652667389
3970555,11048009,2901495,26645490,NZ,46.94,South Head,Auckland,New Zealand,10.00,1652667332
3970554,11048004,3899569,25580013,NZ,154.93,Ngātīmoti,Tasman,New Zealand,0.00,1652667280
3970554,11048006,3899569,26185804,NZ,154.93,Ngātīmoti,Tasman,New Zealand,0.00,1652667280
3970554,11048003,3899569,26187822,NZ,154.93,Ngātīmoti,Tasman,New Zealand,0.00,1652667280
3970554,11048007,3899569,26282664,NZ,154.93,Ngātīmoti,Tasman,New Zealand,0.00,1652667280
3970554,11048005,3899569,26444161,NZ,154.93,Ngātīmoti,Tasman,New Zealand,0.00,1652667280
3970554,11048002,3899569,26556468,NZ,154.93,Ngātīmoti,Tasman,New Zealand,0.00,1652667280
3970554,11048008,3899569,26579955,NZ,154.93,Ngātīmoti,Tasman,New Zealand,0.00,1652667280
3970553,11047999,1022340,25912609,AU,56.92,Ripponlea,Ripponlea,Australia,0.00,1652667274
3970553,11048001,1022340,26334226,AU,56.92,Ripponlea,Ripponlea,Australia,0.00,1652667274
3970553,11048000,1022340,26512624,AU,56.92,Ripponlea,Ripponlea,Australia,0.00,1652667274
3970552,11047998,1383929,26210339,NZ,162.93,Spreydon,Christchurch,New Zealand,0.00,1652667244
3970552,11047994,1383929,26543345,NZ,162.93,Spreydon,Christchurch,New Zealand,0.00,1652667244
3970552,11047995,1383929,26545653,NZ,162.93,Spreydon,Christchurch,New Zealand,0.00,1652667244
3970552,11047993,1383929,26557236,NZ,162.93,Spreydon,Christchurch,New Zealand,0.00,1652667244
3970552,11047992,1383929,26557854,NZ,162.93,Spreydon,Christchurch,New Zealand,0.00,1652667244
3970552,11047997,1383929,26615745,NZ,162.93,Spreydon,Christchurch,New Zealand,0.00,1652667244
3970552,11047996,1383929,26623993,NZ,162.93,Spreydon,Christchurch,New Zealand,0.00,1652667244
3970551,11047990,3899568,26262062,AU,89.98,Yarraville,Yarraville,Australia,0.00,1652667230
3970551,11047991,3899568,26428147,AU,89.98,Yarraville,Yarraville,Australia,0.00,1652667230
3970550,11047987,1530133,26237640,AU,153.15,CHERMSIDE,Chermside,Australia,30.80,1652667228
3970550,11047989,1530133,26453507,AU,153.15,CHERMSIDE,Chermside,Australia,30.80,1652667228
3970550,11047988,1530133,26458526,AU,153.15,CHERMSIDE,Chermside,Australia,30.80,1652667228
3970550,11047985,1530133,26618302,AU,153.15,CHERMSIDE,Chermside,Australia,30.80,1652667228
3970550,11047986,1530133,26675374,AU,153.15,CHERMSIDE,Chermside,Australia,30.80,1652667228
3970549,11047984,3899566,26084688,AU,29.98,Jordan Springs,Jordan Springs,Australia,0.00,1652667221
3970548,11047982,3899565,26271415,NZ,89.98,Hamilton Central,Hamilton,New Zealand,0.00,1652667201
3970548,11047983,3899565,26313108,NZ,89.98,Hamilton Central,Hamilton,New Zealand,0.00,1652667201
3970547,11047980,809851,26455266,NZ,79.98,Mairangi bay,Auckland,New Zealand,20.00,1652667190
3970547,11047981,809851,26460994,NZ,79.98,Mairangi bay,Auckland,New Zealand,20.00,1652667190
3970546,11047978,3096125,26058849,AU,76.96,Wulagi,Wulagi,Australia,13.00,1652667183
3970546,11047977,3096125,26265285,AU,76.96,Wulagi,Wulagi,Australia,13.00,1652667183
3970546,11047979,3096125,26571089,AU,76.96,Wulagi,Wulagi,Australia,13.00,1652667183
3970545,11047976,1283194,26123851,NZ,89.99,Lake Hāwea,Otago,New Zealand,0.00,1652667145
3970544,11047974,3639543,26027173,AU,99.97,Korumburra,Korumburra,Australia,0.00,1652667116
3970544,11047975,3639543,26249308,AU,99.97,Korumburra,Korumburra,Australia,0.00,1652667116
3970544,11047973,3639543,26329567,AU,99.97,Korumburra,Korumburra,Australia,0.00,1652667116
3970543,11047970,918362,26318455,NZ,74.97,Dunedin North,Dunedin,New Zealand,0.00,1652667092
3970543,11047972,918362,26622521,NZ,74.97,Dunedin North,Dunedin,New Zealand,0.00,1652667092
3970543,11047971,918362,26723921,NZ,74.97,Dunedin North,Dunedin,New Zealand,0.00,1652667092
3970542,11047969,1080986,26027180,AU,191.96,South Brisbane,South Brisbane,Australia,48.00,1652667019
3970542,11047967,1080986,26227788,AU,191.96,South Brisbane,South Brisbane,Australia,48.00,1652667019
3970542,11047968,1080986,26454825,AU,191.96,South Brisbane,South Brisbane,Australia,48.00,1652667019
3970542,11047966,1080986,26534893,AU,191.96,South Brisbane,South Brisbane,Australia,48.00,1652667019
3970541,11047965,157877,26277806,NZ,204.94,Kamo,Ruatangata West,New Zealand,0.00,1652667017
3970541,11047964,157877,26286228,NZ,204.94,Kamo,Ruatangata West,New Zealand,0.00,1652667017
3970541,11047962,157877,26435336,NZ,204.94,Kamo,Ruatangata West,New Zealand,0.00,1652667017
3970541,11047963,157877,26438795,NZ,204.94,Kamo,Ruatangata West,New Zealand,0.00,1652667017
3970541,11047961,157877,26493091,NZ,204.94,Kamo,Ruatangata West,New Zealand,0.00,1652667017
3970541,11047960,157877,26595030,NZ,204.94,Kamo,Ruatangata West,New Zealand,0.00,1652667017
3970540,11047959,152781,24399043,NZ,41.95,Bridge Hill,Alexandra,New Zealand,0.00,1652666980
3970539,11047958,252344,26267029,AU,69.98,Castle Hill,Castle Hill,Australia,0.00,1652666937
3970539,11047957,252344,26475073,AU,69.98,Castle Hill,Castle Hill,Australia,0.00,1652666937
3970538,11047956,489388,26366241,NZ,139.97,Glen Eden,Auckland,New Zealand,0.00,1652666909
3970538,11047954,489388,26370019,NZ,139.97,Glen Eden,Auckland,New Zealand,0.00,1652666909
3970538,11047955,489388,26370064,NZ,139.97,Glen Eden,Auckland,New Zealand,0.00,1652666909
3970537,11047952,562825,26413853,AU,143.97,North Narrabeen,sydney,Australia,36.00,1652666908
3970537,11047953,562825,26606231,AU,143.97,North Narrabeen,sydney,Australia,36.00,1652666908
3970537,11047951,562825,26611969,AU,143.97,North Narrabeen,sydney,Australia,36.00,1652666908
3970536,11047950,658134,26399287,AU,103.99,GORDON,Gordon,Australia,26.00,1652666907
3970535,11047949,1586262,26607030,AU,39.99,Macleod,Macleod,Australia,10.00,1652666898
3970534,11047948,1283194,999998,NZ,100.00,NULL,NULL,New Zealand,0.00,1652666881
3970533,11047946,922169,26272856,NZ,189.94,Kawaha Point,Rotorua,New Zealand,0.00,1652666856
3970533,11047947,922169,26272917,NZ,189.94,Kawaha Point,Rotorua,New Zealand,0.00,1652666856
3970533,11047945,922169,26313115,NZ,189.94,Kawaha Point,Rotorua,New Zealand,0.00,1652666856
3970533,11047942,922169,26485454,NZ,189.94,Kawaha Point,Rotorua,New Zealand,0.00,1652666856
3970533,11047943,922169,26554143,NZ,189.94,Kawaha Point,Rotorua,New Zealand,0.00,1652666856
3970533,11047944,922169,26554228,NZ,189.94,Kawaha Point,Rotorua,New Zealand,0.00,1652666856
3970532,11047941,1276961,26464107,NZ,69.99,Windsor,Invercargill,New Zealand,0.00,1652666848
3970531,11047938,3441940,26216010,AU,119.97,West Wodonga,West Wodonga,Australia,30.00,1652666823
3970531,11047939,3441940,26389745,AU,119.97,West Wodonga,West Wodonga,Australia,30.00,1652666823
3970531,11047940,3441940,26664156,AU,119.97,West Wodonga,West Wodonga,Australia,30.00,1652666823
3970530,11047937,3121119,26581552,AU,89.99,Minmi,Minmi,Australia,0.00,1652666800
3970529,11047933,3144563,25821543,US,0.00,NULL,Miami,United States,189.95,1652666798
3970529,11047932,3144563,26452326,US,0.00,NULL,Miami,United States,189.95,1652666798
3970529,11047935,3144563,26616407,US,0.00,NULL,Miami,United States,189.95,1652666798
3970529,11047936,3144563,26643458,US,0.00,NULL,Miami,United States,189.95,1652666798
3970529,11047934,3144563,26693750,US,0.00,NULL,Miami,United States,189.95,1652666798
3970528,11047931,3035061,26178981,AU,49.98,Fitzroy North,Fitzroy North,Australia,0.00,1652666694
3970527,11047929,1390042,26458526,AU,124.97,Campsie,Sydney,Australia,0.00,1652666671
3970527,11047928,1390042,26543840,AU,124.97,Campsie,Sydney,Australia,0.00,1652666671
3970527,11047930,1390042,26686455,AU,124.97,Campsie,Sydney,Australia,0.00,1652666671
3970526,11047926,1290479,25954227,AU,89.97,North Beach,Millendon,Australia,0.00,1652666658
3970526,11047925,1290479,26342238,AU,89.97,North Beach,Millendon,Australia,0.00,1652666658
3970526,11047927,1290479,26491097,AU,89.97,North Beach,Millendon,Australia,0.00,1652666658
3970525,11047924,3899547,26638669,AU,46.94,Greenslopes,NULL,Australia,0.00,1652666633
3970524,11047922,3899123,26474328,AU,47.98,NULL,NULL,Australia,12.00,1652666623
3970524,11047923,3899123,26640235,AU,47.98,NULL,NULL,Australia,12.00,1652666623
3970523,11047917,3298548,25821536,AU,219.92,Tugun,Tugun,Australia,0.00,1652666621
3970523,11047914,3298548,26342375,AU,219.92,Tugun,Tugun,Australia,0.00,1652666621
3970523,11047920,3298548,26428789,AU,219.92,Tugun,Tugun,Australia,0.00,1652666621
3970523,11047916,3298548,26437323,AU,219.92,Tugun,Tugun,Australia,0.00,1652666621
3970523,11047919,3298548,26460697,AU,219.92,Tugun,Tugun,Australia,0.00,1652666621
3970523,11047918,3298548,26469218,AU,219.92,Tugun,Tugun,Australia,0.00,1652666621
3970523,11047915,3298548,26643267,AU,219.92,Tugun,Tugun,Australia,0.00,1652666621
3970523,11047921,3298548,26643380,AU,219.92,Tugun,Tugun,Australia,0.00,1652666621
3970522,11047912,3555275,26343686,AU,63.98,Loxton,Loxton,Australia,16.00,1652666472
3970522,11047913,3555275,26364254,AU,63.98,Loxton,Loxton,Australia,16.00,1652666472
3970521,11047910,1585432,26408965,AU,109.97,Mitchell Park,Mitchell Park,Australia,0.00,1652666448
3970521,11047911,1585432,26571539,AU,109.97,Mitchell Park,Mitchell Park,Australia,0.00,1652666448
3970520,11047909,887231,26600321,NZ,59.99,Papakura,Auckland,New Zealand,0.00,1652666427
3970519,11047908,3857876,26651316,AU,49.98,Shoalhaven Heads,Shoalhaven Heads,Australia,0.00,1652666412
3970518,11047902,2697250,25690149,US,192.15,NULL,westlake,United States,30.00,1652666407
3970518,11047903,2697250,26466668,US,192.15,NULL,westlake,United States,30.00,1652666407
3970518,11047904,2697250,26474502,US,192.15,NULL,westlake,United States,30.00,1652666407
3970518,11047907,2697250,26609577,US,192.15,NULL,westlake,United States,30.00,1652666407
3970518,11047900,2697250,26627137,US,192.15,NULL,westlake,United States,30.00,1652666407
3970518,11047901,2697250,26627281,US,192.15,NULL,westlake,United States,30.00,1652666407
3970518,11047906,2697250,26634081,US,192.15,NULL,westlake,United States,30.00,1652666407
3970518,11047905,2697250,26634838,US,192.15,NULL,westlake,United States,30.00,1652666407
3970517,11047899,519817,26614526,AU,39.99,Avondale Heights,Melbourne,Australia,10.00,1652666369
3970516,11047898,3899549,25447811,NZ,26.94,Addington,Christchurch,New Zealand,5.00,1652666366
3970515,11047897,3201726,26262000,AU,63.98,Bangor,Bangor,Australia,16.00,1652666354
3970515,11047896,3201726,26262062,AU,63.98,Bangor,Bangor,Australia,16.00,1652666354
3970514,11047894,2848625,26621258,AU,89.97,Bundoora,NULL,Australia,0.00,1652666319
3970514,11047895,2848625,26685946,AU,89.97,Bundoora,NULL,Australia,0.00,1652666319
3970513,11047892,771526,26595894,NZ,35.00,Tai Tapu,RD2 Christchurch,New Zealand,0.00,1652666251
3970513,11047893,771526,26596525,NZ,35.00,Tai Tapu,RD2 Christchurch,New Zealand,0.00,1652666251
3970512,11047890,3051272,26084633,AU,145.96,Bar Beach,Bar Beach,Australia,34.00,1652666232
3970512,11047891,3051272,26571676,AU,145.96,Bar Beach,Bar Beach,Australia,34.00,1652666232
3970512,11047889,3051272,26608051,AU,145.96,Bar Beach,Bar Beach,Australia,34.00,1652666232
3970511,11047888,739763,25955903,NZ,167.96,Mosgiel,Otago,New Zealand,22.00,1652666195
3970511,11047887,739763,26048086,NZ,167.96,Mosgiel,Otago,New Zealand,22.00,1652666195
3970511,11047886,739763,26454825,NZ,167.96,Mosgiel,Otago,New Zealand,22.00,1652666195
3970511,11047885,739763,26687278,NZ,167.96,Mosgiel,Otago,New Zealand,22.00,1652666195
3970510,11047884,3301118,26576701,AU,63.98,NULL,NULL,Australia,16.00,1652666131
3970510,11047883,3301118,26637655,AU,63.98,NULL,NULL,Australia,16.00,1652666131
3970509,11047881,1451118,26482620,NZ,87.98,Auckland,Snells Beach,New Zealand,22.00,1652666109
3970509,11047882,1451118,26527024,NZ,87.98,Auckland,Snells Beach,New Zealand,22.00,1652666109
3970508,11047878,1148684,26143187,NZ,109.97,Naenae,Lower Hutt,New Zealand,0.00,1652666100
3970508,11047879,1148684,26623146,NZ,109.97,Naenae,Lower Hutt,New Zealand,0.00,1652666100
3970508,11047880,1148684,26623153,NZ,109.97,Naenae,Lower Hutt,New Zealand,0.00,1652666100
3970507,11047877,1267387,26227771,AU,46.94,Cardiff,Cardiff,Australia,0.00,1652666080
3970506,11047875,3142770,26482460,NZ,102.98,Pokeno,Pokeno,New Zealand,0.00,1652666065
3970506,11047876,3142770,26541075,NZ,102.98,Pokeno,Pokeno,New Zealand,0.00,1652666065
3970506,11047874,3142770,26541136,NZ,102.98,Pokeno,Pokeno,New Zealand,0.00,1652666065
3970505,11047872,2920857,26189178,AU,68.45,Wooloowin,Wooloowin,Australia,3.00,1652666013
3970505,11047873,2920857,26353197,AU,68.45,Wooloowin,Wooloowin,Australia,3.00,1652666013
3970505,11047871,2920857,26578149,AU,68.45,Wooloowin,Wooloowin,Australia,3.00,1652666013
3970505,11047869,2920857,26597386,AU,68.45,Wooloowin,Wooloowin,Australia,3.00,1652666013
3970505,11047870,2920857,26597713,AU,68.45,Wooloowin,Wooloowin,Australia,3.00,1652666013
3970504,11047867,3899529,26495903,NZ,97.98,Mangakakahi,Rotorua,New Zealand,12.00,1652665956
3970504,11047868,3899529,26534985,NZ,97.98,Mangakakahi,Rotorua,New Zealand,12.00,1652665956
3970503,11047866,3899527,26267128,AU,85.22,Yattalunga,Yattalunga,Australia,9.75,1652665909
3970503,11047865,3899527,26304229,AU,85.22,Yattalunga,Yattalunga,Australia,9.75,1652665909
3970503,11047864,3899527,26427942,AU,85.22,Yattalunga,Yattalunga,Australia,9.75,1652665909
3970502,11047861,73788,24459297,NZ,109.36,Kaukapakapa,Auckland,New Zealand,18.60,1652665878
3970502,11047860,73788,25510195,NZ,109.36,Kaukapakapa,Auckland,New Zealand,18.60,1652665878
3970502,11047863,73788,25795394,NZ,109.36,Kaukapakapa,Auckland,New Zealand,18.60,1652665878
3970502,11047862,73788,26000015,NZ,109.36,Kaukapakapa,Auckland,New Zealand,18.60,1652665878
3970502,11047859,73788,26155708,NZ,109.36,Kaukapakapa,Auckland,New Zealand,18.60,1652665878
3970502,11047858,73788,26155760,NZ,109.36,Kaukapakapa,Auckland,New Zealand,18.60,1652665878
3970501,11047857,2425095,25892192,AU,69.98,Bell Park,Bell Park,Australia,0.00,1652665851
3970500,11047853,3796122,25956542,NZ,53.94,Petone,Lower Hutt,New Zealand,0.00,1652665732
3970500,11047855,3796122,26117706,NZ,53.94,Petone,Lower Hutt,New Zealand,0.00,1652665732
3970500,11047854,3796122,26298276,NZ,53.94,Petone,Lower Hutt,New Zealand,0.00,1652665732
3970500,11047851,3796122,26375793,NZ,53.94,Petone,Lower Hutt,New Zealand,0.00,1652665732
3970500,11047856,3796122,26410159,NZ,53.94,Petone,Lower Hutt,New Zealand,0.00,1652665732
3970500,11047852,3796122,26411170,NZ,53.94,Petone,Lower Hutt,New Zealand,0.00,1652665732
3970499,11047850,3899523,26399287,AU,103.99,Blackbutt,Blackbutt,Australia,26.00,1652665660
3970498,11047849,866804,26401034,NZ,94.97,Dunedin North,Dunedin,New Zealand,0.00,1652665653
3970498,11047847,866804,26451497,NZ,94.97,Dunedin North,Dunedin,New Zealand,0.00,1652665653
3970498,11047848,866804,26470702,NZ,94.97,Dunedin North,Dunedin,New Zealand,0.00,1652665653
3970497,11047845,1023379,26482453,AU,79.98,Albion,NULL,Australia,20.00,1652665599
3970497,11047846,1023379,26645872,AU,79.98,Albion,NULL,Australia,20.00,1652665599
3970496,11047841,3341517,26146256,NZ,121.95,Pukekawa,Waikato,New Zealand,0.00,1652665479
3970496,11047843,3341517,26289571,NZ,121.95,Pukekawa,Waikato,New Zealand,0.00,1652665479
3970496,11047842,3341517,26410760,NZ,121.95,Pukekawa,Waikato,New Zealand,0.00,1652665479
3970496,11047844,3341517,26609362,NZ,121.95,Pukekawa,Waikato,New Zealand,0.00,1652665479
3970496,11047840,3341517,26623993,NZ,121.95,Pukekawa,Waikato,New Zealand,0.00,1652665479
3970495,11047838,1272790,26389745,AU,139.98,Bass Hill,Bass Hill,Australia,0.00,1652665395
3970495,11047839,1272790,26684918,AU,139.98,Bass Hill,Bass Hill,Australia,0.00,1652665395
3970494,11047837,3013841,26156361,NZ,87.98,Hokowhitu,Palmerston North,New Zealand,22.00,1652665368
3970494,11047836,3013841,26654515,NZ,87.98,Hokowhitu,Palmerston North,New Zealand,22.00,1652665368
3970493,11047835,479881,26143149,NZ,53.99,Papatoetoe,Auckland,New Zealand,36.00,1652665307
3970492,11047834,3157572,26069548,AU,56.47,Newtown,Newtown,Australia,8.00,1652665264
3970492,11047832,3157572,26287720,AU,56.47,Newtown,Newtown,Australia,8.00,1652665264
3970492,11047833,3157572,26579955,AU,56.47,Newtown,Newtown,Australia,8.00,1652665264
3970491,11047830,3563812,26580005,AU,53.98,Burleigh Heads,Burleigh Heads,Australia,0.00,1652665196
3970491,11047831,3563812,26649528,AU,53.98,Burleigh Heads,Burleigh Heads,Australia,0.00,1652665196
3970490,11047829,3568632,26557601,AU,13.98,NULL,NULL,Australia,0.00,1652665178
3970490,11047828,3568632,26557649,AU,13.98,NULL,NULL,Australia,0.00,1652665178
3970489,11047826,1408214,26347875,AU,64.98,South Yarra,South Yarra,Australia,0.00,1652665170
3970489,11047827,1408214,26638140,AU,64.98,South Yarra,South Yarra,Australia,0.00,1652665170
3970488,11047823,3899440,25954227,AU,133.44,Marangaroo,Marangaroo,Australia,12.00,1652665119
3970488,11047824,3899440,26222585,AU,133.44,Marangaroo,Marangaroo,Australia,12.00,1652665119
3970488,11047822,3899440,26262017,AU,133.44,Marangaroo,Marangaroo,Australia,12.00,1652665119
3970488,11047821,3899440,26433028,AU,133.44,Marangaroo,Marangaroo,Australia,12.00,1652665119
3970488,11047825,3899440,26612867,AU,133.44,Marangaroo,Marangaroo,Australia,12.00,1652665119
